micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,anchor_word_key,ordered_example_word_keys,contrast_word_keys,common_misconceptions,first_exposure_progression,review_progression,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PG_R_CONTROLLED_OR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/ with or.,Draft for review: notice the spelling pattern in fork and compare it with the examples.,"The /or/ sound can be spelled with or, especially before consonants.",,fork_en_gb,fork_en_gb|storm_en_gb|corn_en_gb|short_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_ORE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/ with ore.,Draft for review: notice the spelling pattern in more and compare it with the examples.,The /or/ sound is often spelled ore at the end of a word or syllable.,,more_en_gb,more_en_gb|store_en_gb|score_en_gb|shore_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_AW_AU,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/-like sound with aw and au.,Draft for review: notice the spelling pattern in saw and compare it with the examples.,"The /or/-like vowel sound can be spelled with aw or au in common words, even when there is no letter r.",,saw_en_gb,saw_en_gb|draw_en_gb|author_en_gb|because_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_ER,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /er/ with er.,Draft for review: notice the spelling pattern in her and compare it with the examples.,The /er/ sound can be spelled with er; this spelling is common in words and endings.,,her_en_gb,her_en_gb|fern_en_gb|teacher_en_gb|person_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_IR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /er/ with ir.,Draft for review: notice the spelling pattern in bird and compare it with the examples.,The /er/ sound can be spelled with ir in many common words.,,bird_en_gb,bird_en_gb|girl_en_gb|shirt_en_gb|third_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_UR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /er/ with ur.,Draft for review: notice the spelling pattern in turn and compare it with the examples.,The /er/ sound can be spelled with ur in many common words.,,turn_en_gb,turn_en_gb|burn_en_gb|hurt_en_gb|nurse_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_EAR_ER,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /er/ with ear.,Draft for review: notice the spelling pattern in learn and compare it with the examples.,Some words spell the /er/ sound with ear; these should be learned as a pattern group.,,learn_en_gb,learn_en_gb|earth_en_gb|early_en_gb|search_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_WOR_ER,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /er/ with or after w.,Draft for review: notice the spelling pattern in word and compare it with the examples.,"After w, the spelling or can represent the /er/ sound.",,word_en_gb,word_en_gb|work_en_gb|world_en_gb|worm_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_AIR_ARE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /air/ with air and are.,Draft for review: notice the spelling pattern in air and compare it with the examples.,The /air/ sound can be spelled with air or are; children should learn these common spelling patterns.,,air_en_gb,air_en_gb|fair_en_gb|care_en_gb|share_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_EAR_EER,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /ear/ with ear and eer.,Draft for review: notice the spelling pattern in near and compare it with the examples.,The /ear/ sound can be spelled with ear or eer; children should learn both common representations.,,near_en_gb,near_en_gb|hear_en_gb|deer_en_gb|cheer_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_OR_AFTER_W,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/ with ar after w.,Draft for review: notice the spelling pattern in warm and compare it with the examples.,"After w, the spelling ar can represent an /or/-like sound in common words.",,warm_en_gb,warm_en_gb|war_en_gb|ward_en_gb|towards_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_AR_AFTER_QU,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/ with ar after qu.,Draft for review: notice the spelling pattern in quarter and compare it with the examples.,"After qu, the spelling ar can represent an /or/-like sound in some common words.",,quarter_en_gb,quarter_en_gb|quart_en_gb|quartz_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_OAR_OUR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /or/ with oar and our.,Draft for review: notice the spelling pattern in board and compare it with the examples.,The /or/ sound can be spelled with oar or our in common words.,,board_en_gb,board_en_gb|roar_en_gb|four_en_gb|court_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_C_AOU,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell /k/ with c before a, o, u.",Draft for review: notice the spelling pattern in cat and compare it with the examples.,"The /k/ sound is usually spelled c before a, o, or u.",,cat_en_gb,cat_en_gb|cot_en_gb|cup_en_gb|camp_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_K_EIY,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell /k/ with k before e, i, y.",Draft for review: notice the spelling pattern in kit and compare it with the examples.,"The /k/ sound is often spelled k before e, i, or y.",,kit_en_gb,kit_en_gb|kept_en_gb|king_en_gb|sky_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_KE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /k/ with ke after a long vowel.,Draft for review: notice the spelling pattern in make and compare it with the examples.,"After a long vowel sound, final /k/ is often spelled ke.",,make_en_gb,make_en_gb|bike_en_gb|take_en_gb|cake_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_K_AFTER_CONSONANT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /k/ with k after a consonant.,Draft for review: notice the spelling pattern in milk and compare it with the examples.,"After another consonant, final or medial /k/ is often spelled k.",,milk_en_gb,milk_en_gb|desk_en_gb|mask_en_gb|silk_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_CH_GREEK,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /k/ with Greek ch.,Draft for review: notice the spelling pattern in school and compare it with the examples.,"In some Greek-origin words, the /k/ sound is spelled ch.",,school_en_gb,school_en_gb|chorus_en_gb|chemist_en_gb|echo_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_QUE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /k/ with que.,Draft for review: notice the spelling pattern in unique and compare it with the examples.,"Some words, often French-origin or learned words, spell final /k/ with que.",,unique_en_gb,unique_en_gb|antique_en_gb|cheque_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_K_SOUND_CHOICES_FINAL_C_LONGER_WORDS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /k/ with c in longer words.,Draft for review: notice the spelling pattern in music and compare it with the examples.,"In many longer words, final /k/ is spelled with c rather than ck or k.",,music_en_gb,music_en_gb|public_en_gb|basic_en_gb|panic_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_J_INITIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell initial /j/ with j.,Draft for review: notice the spelling pattern in jam and compare it with the examples.,The /j/ sound is usually spelled j at the start of words.,,jam_en_gb,jam_en_gb|jump_en_gb|jet_en_gb|jog_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_G_SOFT_EIY,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell /j/ with soft g before e, i, y.",Draft for review: notice the spelling pattern in gem and compare it with the examples.,"The letter g can represent /j/ before e, i, or y in many words.",,gem_en_gb,gem_en_gb|giant_en_gb|gym_en_gb|magic_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_GE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /j/ with ge.,Draft for review: notice the spelling pattern in cage and compare it with the examples.,"At the end of many words, the /j/ sound is spelled ge, especially after a long vowel, vowel digraph, or consonant.",,cage_en_gb,cage_en_gb|page_en_gb|huge_en_gb|orange_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_DGE_SHORT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /j/ with dge after a short vowel.,Draft for review: notice the spelling pattern in bridge and compare it with the examples.,"After a short vowel in a short word, final /j/ is usually spelled dge.",,bridge_en_gb,bridge_en_gb|badge_en_gb|fudge_en_gb|edge_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_NGE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /nj/ or /n+j/ with nge.,Draft for review: notice the spelling pattern in change and compare it with the examples.,"In many words, the sound sequence before final /j/ is spelled nge.",,change_en_gb,change_en_gb|range_en_gb|strange_en_gb|danger_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_J_SOUND_CHOICES_AGE_SUFFIX,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final -age words.,Draft for review: notice the spelling pattern in message and compare it with the examples.,"Many common words end with the spelling pattern -age, where ge represents the final /j/ sound.",,message_en_gb,message_en_gb|village_en_gb|package_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_F_SOUND_CHOICES_F,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /f/ with f.,Draft for review: notice the spelling pattern in fish and compare it with the examples.,The /f/ sound is usually spelled with f at the start or middle of common words.,,fish_en_gb,fish_en_gb|fan_en_gb|fit_en_gb|fog_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_F_SOUND_CHOICES_FF,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /f/ with ff after a short vowel.,Draft for review: notice the spelling pattern in off and compare it with the examples.,"After a short vowel in a short word, final /f/ is often spelled ff.",,off_en_gb,off_en_gb|puff_en_gb|stuff_en_gb|cliff_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_F_SOUND_CHOICES_PH,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /f/ with ph.,Draft for review: notice the spelling pattern in phone and compare it with the examples.,"In some Greek-origin and academic words, the /f/ sound is spelled ph.",,phone_en_gb,phone_en_gb|photo_en_gb|graph_en_gb|alphabet_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_F_SOUND_CHOICES_GH,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /f/ with gh.,Draft for review: notice the spelling pattern in laugh and compare it with the examples.,"In some common words, especially augh and ough words, the /f/ sound is spelled gh.",,laugh_en_gb,laugh_en_gb|cough_en_gb|rough_en_gb|tough_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_SHORT_OO_OO,draft_source_intake_v1,draft,FALSE,Draft objective: Spell short /oo/ with oo.,Draft for review: notice the spelling pattern in book and compare it with the examples.,The short /oo/ sound can be spelled with oo in common words.,,book_en_gb,book_en_gb|look_en_gb|foot_en_gb|good_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_SHORT_OO_OULD,draft_source_intake_v1,draft,FALSE,Draft objective: Spell short /oo/ with oul in ould words.,Draft for review: notice the spelling pattern in could and compare it with the examples.,"In the common words could, would, and should, the short /oo/ sound is spelled with oul.",,could_en_gb,could_en_gb|would_en_gb|should_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_SHORT_OO_U,draft_source_intake_v1,draft,FALSE,Draft objective: Spell short /oo/ with u in common words.,Draft for review: notice the spelling pattern in put and compare it with the examples.,Some common words spell the short /oo/ sound with u.,,put_en_gb,put_en_gb|push_en_gb|pull_en_gb|full_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_SHORT_OO_O,draft_source_intake_v1,draft,FALSE,Draft objective: Spell short /oo/ with o in common words.,Draft for review: notice the spelling pattern in woman and compare it with the examples.,A few common words spell the short /oo/ sound with o; these are best learned as a small word group.,,woman_en_gb,woman_en_gb|wolf_en_gb|bosom_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_S,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /s/ with s.,Draft for review: notice the spelling pattern in sun and compare it with the examples.,"The /s/ sound is commonly spelled with s, especially at the start of words and in simple base words.",,sun_en_gb,sun_en_gb|sit_en_gb|sad_en_gb|snake_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_SS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /s/ with ss after a short vowel.,Draft for review: notice the spelling pattern in miss and compare it with the examples.,"After a short vowel in a short word, final /s/ is often spelled ss.",,miss_en_gb,miss_en_gb|dress_en_gb|kiss_en_gb|glass_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_C_SOFT,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell /s/ with soft c before e, i, or y.",Draft for review: notice the spelling pattern in city and compare it with the examples.,"The letter c can represent /s/ before e, i, or y.",,city_en_gb,city_en_gb|circle_en_gb|cycle_en_gb|cent_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_CE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /s/ with ce.,Draft for review: notice the spelling pattern in face and compare it with the examples.,"At the end of many words, /s/ is spelled ce, often to keep c soft.",,face_en_gb,face_en_gb|place_en_gb|dance_en_gb|chance_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_SE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /s/ with se.,Draft for review: notice the spelling pattern in house and compare it with the examples.,Some words spell final /s/ with se; this pattern often needs word-specific memory.,,house_en_gb,house_en_gb|mouse_en_gb|horse_en_gb|promise_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_S_SOUND_CHOICES_SC,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /s/ with sc.,Draft for review: notice the spelling pattern in science and compare it with the examples.,"In some words, especially learned words, the /s/ sound is spelled sc.",,science_en_gb,science_en_gb|scene_en_gb|scent_en_gb|scissors_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_Z_SOUND_CHOICES_Z,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /z/ with z.,Draft for review: notice the spelling pattern in zip and compare it with the examples.,"The /z/ sound is commonly spelled with z, especially at the start or middle of words.",,zip_en_gb,zip_en_gb|zoo_en_gb|zebra_en_gb|lazy_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_Z_SOUND_CHOICES_ZZ,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /z/ with zz after a short vowel.,Draft for review: notice the spelling pattern in buzz and compare it with the examples.,"After a short vowel in a short word, final /z/ is often spelled zz.",,buzz_en_gb,buzz_en_gb|fizz_en_gb|jazz_en_gb|fuzz_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_Z_SOUND_CHOICES_S,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /z/ with s in common words.,Draft for review: notice the spelling pattern in has and compare it with the examples.,The letter s can represent the /z/ sound in many common words.,,has_en_gb,has_en_gb|is_en_gb|was_en_gb|his_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_Z_SOUND_CHOICES_SE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /z/ with se.,Draft for review: notice the spelling pattern in please and compare it with the examples.,"Some words spell final /z/ with se, especially after a long vowel or vowel digraph.",,please_en_gb,please_en_gb|cheese_en_gb|nose_en_gb|rose_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
