schema_version,review_packet_id,primary_decisions_visible,inventory_fingerprint,case_id,family,source_text,focus_surface,start_utf16,end_utf16,span_validated,source_reference,authored_by,source_authorship,identifier_generation,review_classification,review_intended_alternative,review_supported_construction,review_declared_construction,review_declared_subtype,review_protected_set_tags_json,non_gold_review_id,non_gold_reviewer,non_gold_review_timestamp_utc,review_notes
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,2a4b823a693478024b582dbbf10cd915e97312e1518d3acae0902a0288baeb77,v3-there-their-theyre-0089-there-their-theyre-01,THERE_THEIR_THEYRE,Ruby spoke to the twins about their gloves before the lesson started. The teacher checked again before everyone left.,their,30,35,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=90,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0089-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,6513b7ba0771583261fe89f37d22ef4ff7a11a8cf2a7893cd52e3f4bcc5c23b5,v3-there-their-theyre-0090-there-their-theyre-01,THERE_THEIR_THEYRE,Mia spoke to the twins about their paintings before the lesson started. The adults did not interfere because the children were managing it themselves.,their,29,34,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=91,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0090-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,57ce277c6ab33be97d69f864fafb960f747808fc7f8e11da723b4d8f1f93a9d2,v3-there-their-theyre-0091-there-their-theyre-01,THERE_THEIR_THEYRE,Everyone waited while the team collected their paintings from beside the trophy cabinet. The teacher checked again before everyone left.,their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=92,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0091-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,5e70cb5f7b368ec508f84bb9005d38c1d81b705ff7e8270c01eacf76525bacad,v3-there-their-theyre-0092-there-their-theyre-01,THERE_THEIR_THEYRE,"The pupils checked their books carefully, and then they signed the sheet. The adults did not interfere because the children were managing it themselves.",their,19,24,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=93,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0092-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,b3589aa1d16762e027a54f84f41c24c1e8c20eb655a448251ddf31a1705239dd,v3-there-their-theyre-0093-there-their-theyre-01,THERE_THEIR_THEYRE,The teacher praised the group for their careful planning and calm teamwork. No one needed to change the plan.,their,34,39,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=94,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0093-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,66c56223a74e80856a694d1eaa8077562ba227e2649e3c51845c7ae50a807d5d,v3-there-their-theyre-0094-there-their-theyre-01,THERE_THEIR_THEYRE,The teacher praised the group for their careful planning and calm teamwork. The class carried on without any further delay.,their,34,39,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=95,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0094-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,836072ee7b1795f1e3bc0e3619f71cf46aebc34671b01845b3fe1c8805558865,v3-there-their-theyre-0095-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their chess pieces into the garden. The next activity started as soon as everyone was ready.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=96,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0095-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,708b6fc87aa0b32c6280951ff473996aa8186c03eef2dce045f62d1e4beb77cc,v3-there-their-theyre-0096-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their folders into the classroom. Nobody noticed until the room had almost emptied.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=97,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0096-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,d7fb5a201e19bf52b989b4cde345396c2e402a2e046863b875fa2ae18914066a,v3-there-their-theyre-0097-there-their-theyre-01,THERE_THEIR_THEYRE,"Everyone waited while the team collected their reading journals from beside the noticeboard. By home time, everything had been put back in order.",their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=98,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0097-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,96cca8392f2222ab6f7fc657aad3f24fa47e63d1333245251961b82759cd5485,v3-there-their-theyre-0098-there-their-theyre-01,THERE_THEIR_THEYRE,"Their bags were still drying beside the sink when the bell rang. A few minutes later, the group moved on to the next activity.",Their,0,5,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=99,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0098-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,24c3ece542c9a15a034c3b04df8285e1ad3085651c197cedb912b7285ce2f703,v3-there-their-theyre-0099-there-their-theyre-01,THERE_THEIR_THEYRE,Everyone waited while the team collected their musical instruments from beside the teacher's desk. No one needed to change the plan.,their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=100,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0099-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,0dba319dd1eb81e1046748302b17f5907e5c55b66d302da492e46b2c48baddc1,v3-there-their-theyre-0100-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their lunch boxes into the clubhouse. No one needed to change the plan.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=101,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0100-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,6cad60587f30d27aa44af2be3667c3eb70e9b20b0ad0208aa45315c429dc1cc3,v3-there-their-theyre-0101-there-their-theyre-01,THERE_THEIR_THEYRE,Their scarves were still drying beside the window when the bell rang. No one needed to change the plan.,Their,0,5,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=102,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0101-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,670f693fe6c19afa1264c975798e070102023ded2df2b9da2e7d22c5b2b3bbc2,v3-there-their-theyre-0102-there-their-theyre-01,THERE_THEIR_THEYRE,Their pencils were still drying beside the teacher's desk when the bell rang. The teacher checked again before everyone left.,Their,0,5,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=103,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0102-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,934d079afa0039d478ecee9270369d614022093befa5d9a3bf3ed8da6fab52c3,v3-there-their-theyre-0103-there-their-theyre-01,THERE_THEIR_THEYRE,"During the break, the children compared their notebooks with the examples on the wall. By home time, everything had been put back in order.",their,40,45,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=104,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0103-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,a41ea770f13e0f46d2666c1849fba7dfa71cc6b94f8c021766829a5169209d33,v3-there-their-theyre-0104-there-their-theyre-01,THERE_THEIR_THEYRE,"Everyone waited while the team collected their water bottles from beside the back door. A few minutes later, the group moved on to the next activity.",their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=105,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0104-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,1d36ae2164f7c486ee9c2468388411bb97cf507aca9fb058a18e89d79435f159,v3-there-their-theyre-0105-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their coats into the dining room. A few minutes later, the group moved on to the next activity.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=106,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0105-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,e17ce239d2d0654b23e52cf770a3bd33efc4bdfc59f9d2f964ba26fb4c7bb019,v3-there-their-theyre-0106-there-their-theyre-01,THERE_THEIR_THEYRE,Everyone waited while the team collected their trainers from beside the stage. The teacher checked again before everyone left.,their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=107,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0106-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,2cd49390c07bc7775596964ec923a8fecd5301bcb6196b8e6fc2e2b2d1ae04f5,v3-there-their-theyre-0107-there-their-theyre-01,THERE_THEIR_THEYRE,"During the break, the children compared their aprons with the examples on the wall. By home time, everything had been put back in order.",their,40,45,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=108,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0107-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,fd814e1bdb15a9bac8318587d36bce74d2d645817c211008d04a4ef83312db48,v3-there-their-theyre-0108-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their bags into the science lab. The teacher checked again before everyone left.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=109,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0108-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,79e95e49cb6cd22d2fc4c78374abb852fff3648564d56ac9e61c3581d96736d4,v3-there-their-theyre-0109-there-their-theyre-01,THERE_THEIR_THEYRE,"Henry spoke to the twins about their notebooks before the lesson started. By home time, everything had been put back in order.",their,31,36,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=110,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0109-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,9e49e20145802e0faa43686e1fc9bf4a11ee4f486000f5feebe5ea2c62e4e9e1,v3-there-their-theyre-0110-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their lunch boxes into the library. By home time, everything had been put back in order.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=111,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0110-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,285a57e5983f64e3096b11d31a0b0d7820293da611d20ea683e16cc0fdf81ac8,v3-there-their-theyre-0111-there-their-theyre-01,THERE_THEIR_THEYRE,"The teacher praised the group for their careful planning and calm teamwork. No one needed to change the plan. Later, Evie checked the water bottle in the classroom before leaving.",their,34,39,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=112,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0111-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,1c65a9d0434e40865de1cc8c941b063ddace0dd2a3b5c7d50545b659398f9fa8,v3-there-their-theyre-0112-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their musical instruments into the corridor. Later, they laughed about how easy it had been to miss.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=113,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0112-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,61af091069189a7aa46758ff99ebac8610e034d884f4fffdbbd73200bedec535,v3-there-their-theyre-0113-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their pencils into the music room. By home time, everything had been put back in order.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=114,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0113-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,bf32410331c2e5f13fa799224955e811426b49507742770ee6b68c4e2675adc2,v3-there-their-theyre-0114-there-their-theyre-01,THERE_THEIR_THEYRE,Their projects were still drying beside the cupboard when the bell rang. The class carried on without any further delay.,Their,0,5,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=115,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0114-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,848f85bf97546075e84d7edbf3e7042d0d853c2dfcc4ab0612da12eb56e70b04,v3-there-their-theyre-0115-there-their-theyre-01,THERE_THEIR_THEYRE,"The teacher praised the group for their careful planning and calm teamwork. By home time, everything had been put back in order. Later, Millie checked the water bottle in the classroom before leaving.",their,34,39,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=116,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0115-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,88f9bf06bd7cc46bd06663afa59732b0a8ce6d7fc917aa2bb987f688df365669,v3-there-their-theyre-0116-there-their-theyre-01,THERE_THEIR_THEYRE,Everyone waited while the team collected their tickets from beside the window. That detail mattered when they tidied the room at the end.,their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=117,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0116-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,2f217378e4f0e35c2ef2960e2f9ed156691abd7f7add17e185b6fd2937f6c822,v3-there-their-theyre-0117-there-their-theyre-01,THERE_THEIR_THEYRE,Finn spoke to the twins about their helmets before the lesson started. The next activity started as soon as everyone was ready.,their,30,35,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=118,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0117-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,8cc757826b9c0d52d8ec2cdbd85c95fda970976941229d907176f15163030d04,v3-there-their-theyre-0118-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their notebooks into the theatre. The next activity started as soon as everyone was ready.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=119,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0118-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,74a217839a43391a044205e40ba47a3ac49f6ae8ea73eda6efb4e2b5934fe4f2,v3-there-their-theyre-0119-there-their-theyre-01,THERE_THEIR_THEYRE,"Because the weather changed, the players moved their water bottles into the science lab. Later, they laughed about how easy it had been to miss.",their,47,52,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=120,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0119-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,85acddcd1c9ec37dd31ef4f5b3f96507d51451c0b513ddcd63acf05fffd35423,v3-there-their-theyre-0120-there-their-theyre-01,THERE_THEIR_THEYRE,Everyone waited while the team collected their bags from beside the piano. The teacher checked again before everyone left.,their,41,46,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=121,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,possessive,possessive_subject_or_object,[],non-gold-v3-there-their-theyre-0120-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,a56de14ea4426216ecd5d099942def2d1e62c971f00aa9569260d46125908373,v3-there-their-theyre-0121-there-their-theyre-01,THERE_THEIR_THEYRE,"By the time we arrive, they're probably cleaning the tables. The teacher checked again before everyone left.",they're,23,30,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=122,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,they_are_contraction,progressive_contraction,[],non-gold-v3-there-their-theyre-0121-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,396861f984b5b28991cb3799d23a0b8855cae8d135b8409b22b04665834b3e58,v3-there-their-theyre-0122-there-their-theyre-01,THERE_THEIR_THEYRE,"I think they're packing the equipment, but we can wait here until they finish. No one needed to change the plan.",they're,8,15,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=123,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,they_are_contraction,progressive_contraction,[],non-gold-v3-there-their-theyre-0122-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,d13ce204292a10e16a7030a9369f1cac1bae8df6278a6dcb33d93fa5997fe295,v3-there-their-theyre-0123-there-their-theyre-01,THERE_THEIR_THEYRE,The coach knows they're prepared to present first. The teacher checked again before everyone left.,they're,16,23,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=124,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,they_are_contraction,passive_contraction,[],non-gold-v3-there-their-theyre-0123-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,c20bd2261686f9a9f1ab59e3c178392e99a0c24757a07d77aaeeb067a02c698d,v3-there-their-theyre-0124-there-their-theyre-01,THERE_THEIR_THEYRE,"The children said they're quiet for the next activity, although Rosie wanted to check once more. The next activity started as soon as everyone was ready.",they're,18,25,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=125,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,they_are_contraction,adjectival_contraction,[],non-gold-v3-there-their-theyre-0124-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
1,s8-v3-there-non-gold-human-review-2026-09-10-01,TRUE,159c91eac8993802dc5ad4b71534454bcbb7959cb689061f6da04dfe4b1adea7,v3-there-their-theyre-0125-there-their-theyre-01,THERE_THEIR_THEYRE,"By the time we arrive, they're probably finishing their posters. By home time, everything had been put back in order.",they're,23,30,true,source-intake/raw/THERE_THEIR_THEYRE.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=126,Katie Sanderson,HUMAN_AUTHORED,AI_ASSISTED,VALID,,true,they_are_contraction,progressive_contraction,[],non-gold-v3-there-their-theyre-0125-there-their-theyre-01,Katie Sanderson,2026-09-10T11:58:40Z,Katie Sanderson reviewed and copied this human decision.
