schema_version,inventory_fingerprint,source_file_sha256,source_file_name,source_row_number,passage_id,case_id,family,source_text,focus_surface,start_utf16,end_utf16,span_validated,primary_focus_preselected,primary_selection_rule,source_reference,authored_by,authorship_confirmed_claim,source_group_claim,authorship_resolution_id,source_authorship,identifier_generation,declared_construction,declared_subtype,protected_set_tags_json,classification,intended_alternative,supported_construction,primary_focus_approved,primary_label_id,primary_labeler,primary_label_timestamp_utc,primary_notes
1,48e2c4f15d9995a441837697a5707989899c96b13dd1d83d7318b11415ba27d4,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,71,v3-its-its-0070,v3-its-its-0070-its-its-01,ITS_ITS,"It's ready enough to use now, but Noah will check it once more. The teacher checked again before everyone left.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=71,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,8ebf6fe18b7a6aba15b4c87f2ff3818d714bf19f39db41bb8ed89d6ec0d4126c,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,72,v3-its-its-0071,v3-its-its-0071-its-its-01,ITS_ITS,"If it's full tomorrow, we can use it during the lesson. Nobody noticed until the end of the lesson.",it's,3,7,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=72,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,a2b4839462f54d409deb746b7de7f1c022d18ededc7335a4e0f4912d6e73d5c5,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,73,v3-its-its-0072,v3-its-its-0072-its-its-01,ITS_ITS,"Although it's strange, the group decided to leave it where it was. That detail mattered when they tidied the room.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=73,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,bc6f31857dc5169ccce6bb8cf8c661ca012cd31c9fa12a2eb29d3151a2d790c7,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,74,v3-its-its-0073,v3-its-its-0073-its-its-01,ITS_ITS,"If it's strange tomorrow, we can use it during the lesson. By home time, everything had been put back in order.",it's,3,7,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=74,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d93b8e7804e0fad4c5f52b3fcf7ddf977b2dc22f6fed0d8b835097ddb7effe99,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,75,v3-its-its-0074,v3-its-its-0074-its-its-01,ITS_ITS,The label says it's meant to sit beside the window. The class carried on without any delay.,it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=75,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,dc4cd9bd5a72dce4dc536a129b5f20b4bd1b355e1556eeaea47d8598c226d391,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,76,v3-its-its-0075,v3-its-its-0075-its-its-01,ITS_ITS,"It's bright enough to use now, but Isla will check it once more. By home time, everything had been put back in order.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=76,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,f13e6755b1cfe6a0171ccee974c09da1cc8e4f69cb79f8ed6b118427573ca9ba,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,77,v3-its-its-0076,v3-its-its-0076-its-its-01,ITS_ITS,"It's strange enough to use now, but Sophie will check it once more. The teacher checked again before everyone left.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=77,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,837163904f7678ea7336989af5a58e0dd30256b730194bed78af5b5c6c0c31d3,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,78,v3-its-its-0077,v3-its-its-0077-its-its-01,ITS_ITS,"If it's early tomorrow, we can use it during the lesson. No one needed to change the plan.",it's,3,7,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=78,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,303c2bc09d5826f46e609fc55c89ac2648a3fe5d60aa3d86f60c3211a3a65c29,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,79,v3-its-its-0078,v3-its-its-0078-its-its-01,ITS_ITS,The label says it's supposed to stay closed. The teacher checked again before everyone left.,it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=79,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,cdfd6fcb9a768bc47c9dffbb7c33f5c8200afe39e147a466e65c1777f62674a0,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,80,v3-its-its-0079,v3-its-its-0079-its-its-01,ITS_ITS,"The label says it's prepared to start automatically. Later, everyone laughed about how easy it was to miss.",it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=80,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,ce468571db454002e584a9f827f3ecf02592700c45c8ad4e0f2a4a0f2b7e3b01,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,81,v3-its-its-0080,v3-its-its-0080-its-its-01,ITS_ITS,"Although it's cold, the group decided to leave it where it was. The teacher checked again before everyone left.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=81,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d177bca9cc36261d549a29d6e2f407d6ca9507259f5f0063bbf5d6c24589c650,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,82,v3-its-its-0081,v3-its-its-0081-its-its-01,ITS_ITS,"By the time we arrive, it's probably waiting by the door. A few minutes later, the group moved on.",it's,23,27,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=82,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,919d9dc04b3f277753447826c9b6262d0e8fdbafc3189cdf9d3fff8961d5fef9,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,83,v3-its-its-0082,v3-its-its-0082-its-its-01,ITS_ITS,"Although it's empty, the group decided to leave it where it was. Later, everyone laughed about how easy it was to miss.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=83,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,82da5e8cf7dbfc97b44d1e64e93968f8e6c38fef0a2ffe44a1feb4aaea24ec5e,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,84,v3-its-its-0083,v3-its-its-0083-its-its-01,ITS_ITS,"If it's useful tomorrow, we can use it during the lesson. A few minutes later, the group moved on.",it's,3,7,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=84,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,5dc8af29bf16b546b3259d1129ab461f876c8888f9cbea0fccf76b562a8b1697,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,85,v3-its-its-0084,v3-its-its-0084-its-its-01,ITS_ITS,"It's quiet enough to use now, but Henry will check it once more. By home time, everything had been put back in order.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=85,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,fecbfe969c8710b0f6f67c68444828ba5d2eaf5aacfac2a4cfd02138de27a482,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,86,v3-its-its-0085,v3-its-its-0085-its-its-01,ITS_ITS,"It's important enough to use now, but Poppy will check it once more. No one needed to change the plan.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=86,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,1d87c413ebeb79d1a586bc5cbe8cadcd0abfafafb1c607d84c83d91f1551e77a,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,87,v3-its-its-0086,v3-its-its-0086-its-its-01,ITS_ITS,"Charlie thinks it's changing quickly, so everyone should wait a moment. A few minutes later, the group moved on.",it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=87,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,3109ee06a69d1375959659e777a68f8da9c9d21eb833c652b3d4c7405b112306,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,88,v3-its-its-0087,v3-its-its-0087-its-its-01,ITS_ITS,"It's ready enough to use now, but James will check it once more. That detail mattered when they tidied the room.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=88,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,22e6d8d12f4551e9af1117d586704e7fbfd4de22cf430c395f156d0966becfba,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,89,v3-its-its-0088,v3-its-its-0088-its-its-01,ITS_ITS,"Although it's easy, the group decided to leave it where it was. The teacher checked again before everyone left.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=89,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,21e4f2676f4c7db8e07310c15b584841ad84ad2de58ecbe40d1afb2ac4c8518c,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,90,v3-its-its-0089,v3-its-its-0089-its-its-01,ITS_ITS,"It's bright enough to use now, but Millie will check it once more. The teacher checked again before everyone left.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=90,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,022a4aa17ce28107e2890cfe5403d8712998fe0f70251dccc79eabb21d9dbe7d,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,91,v3-its-its-0090,v3-its-its-0090-its-its-01,ITS_ITS,"By the time we arrive, it's probably changing quickly. A few minutes later, the group moved on.",it's,23,27,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=91,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,81cb9ae10c0888e1c1abaeb97192ee025de3dbfdb4cd66d16a0233da1f6d731e,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,92,v3-its-its-0091,v3-its-its-0091-its-its-01,ITS_ITS,The label says it's scheduled to reopen at noon. The teacher checked again before everyone left.,it's,15,19,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=92,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d94719f923a404ca8a73823c90cab0967d658a8454a0d7602760fbadcaeaf7e5,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,93,v3-its-its-0092,v3-its-its-0092-its-its-01,ITS_ITS,"By the time we arrive, it's probably getting warmer. A few minutes later, the group moved on.",it's,23,27,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=93,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,7cb98ca9d7cf746787adaa4293e41ec5a96e244bf0d49b942bf20fbdc78cfae1,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,94,v3-its-its-0093,v3-its-its-0093-its-its-01,ITS_ITS,"It's early enough to use now, but Freya will check it once more. The class carried on without any delay.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=94,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,1257898e84a709157bf24affc7d2e610476f9d2e74cdb3f7446feb1370c172c4,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,95,v3-its-its-0094,v3-its-its-0094-its-its-01,ITS_ITS,"Henry thinks it's raining again, so everyone should wait a moment. That detail mattered when they tidied the room.",it's,13,17,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=95,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d128255de3f434c969278c4ca813b9403c50d49277f668a34903eb6df321a5ff,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,96,v3-its-its-0095,v3-its-its-0095-its-its-01,ITS_ITS,"It's safe enough to use now, but Grace will check it once more. Later, everyone laughed about how easy it was to miss.",It's,0,4,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=96,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,d9e195bc81bff3e8e5d808946e77a11c3c49aaf6017f183f563bda895dfb182e,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,97,v3-its-its-0096,v3-its-its-0096-its-its-01,ITS_ITS,"Although it's full, the group decided to leave it where it was. The class carried on without any delay.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=97,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,bb3f5efcd7528eaadeb1e5ec470913066940c94226d3ec9a6e76269419956238,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,98,v3-its-its-0097,v3-its-its-0097-its-its-01,ITS_ITS,"Although it's strange, the group decided to leave it where it was. No one needed to change the plan.",it's,9,13,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=98,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,62a359b04416a693ff5e2dc55d795c2d9717f1bf288f01f9864a6326dbb7dfa1,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,99,v3-its-its-0098,v3-its-its-0098-its-its-01,ITS_ITS,"Noah thinks it's getting dark outside, so everyone should wait a moment. The class carried on without any delay.",it's,12,16,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=99,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,4710b5b175930fbd0263372f86043b6210f13068bb41de109e11bd9373293581,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,100,v3-its-its-0099,v3-its-its-0099-its-its-01,ITS_ITS,"If it's late tomorrow, we can use it during the lesson. No one needed to change the plan.",it's,3,7,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=100,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
1,ea165d86c765f484b487101168384b90adb5bc59d480640b532aa7650aeefab4,47d2a79694395fcda8dac8562974e4bc2e39cfeaf3e845f1495913322c7a833b,It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv,101,v3-its-its-0100,v3-its-its-0100-its-its-01,ITS_ITS,"By the time we arrive, it's probably getting dark outside. By home time, everything had been put back in order.",it's,23,27,true,true,FIRST_NOMINAL_FAMILY_OCCURRENCE_IN_SOURCE_ORDER,source-intake/raw/It_s_Its.v3-intake-approved-by-katie - THERE_THEIR_THEYRE.v3-intake-approved-by-katie.csv.csv#row=101,Katie Sanderson,TRUE,THERE_THEIR_THEYRE_V3_AI_GENERATED_APPROVED,s8-v3-authorship-resolution-katie-2026-09-10-01,HUMAN_AUTHORED,AI_ASSISTED,,,,,,,,,,,
