word_key,normalised_word,display_word,match_type,matched_forms,selection_reason,morpholex_segments,morpholex_pos,morpholex_nmorph,morpholex_prs_signature,derived_morphemes,derived_morphology_notes,confidence,review_status,needs_human_review_note
dish_en_gb,dish,dish,exact,dish,Exact MorphoLex row used.,{(dish)},NN|VB,1,"0,1,0",dish: root:dish,"MorphoLex-en exact evidence: [dish; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(dish)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
dislike_en_gb,dislike,dislike,exact,dislike,Exact MorphoLex row used.,<dis<{(like)},VB|NN,2,"1,1,0",dislike: prefix:dis + root:like,"MorphoLex-en exact evidence: [dislike; POS=VB|NN; Nmorph=2; PRS=1,1,0; segmentation=<dis<{(like)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
division_en_gb,division,division,exact,division,Exact MorphoLex row used.,{(divide)}>ion>,NN,2,"0,1,1",division: root:divide + suffix:ion,"MorphoLex-en exact evidence: [division; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(divide)}>ion>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
do_en_gb,do,do,exact,do,Exact MorphoLex row used.,{(do)},VB|NN,1,"0,1,0",do: root:do,"MorphoLex-en exact evidence: [do; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(do)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
doctor_en_gb,doctor,doctor,exact,doctor,Exact MorphoLex row used.,{(doctor)},NN|VB,1,"0,1,0",doctor: root:doctor,"MorphoLex-en exact evidence: [doctor; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(doctor)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
doe_en_gb,doe,doe,exact,doe,Exact MorphoLex row used.,{(doe)},NN,1,"0,1,0",doe: root:doe,"MorphoLex-en exact evidence: [doe; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(doe)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
does_en_gb,does,does,exact,does,Exact MorphoLex row used.,{(do)},VB,1,"0,1,0",does: root:do,"MorphoLex-en exact evidence: [does; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(do)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
dog_en_gb,dog,dog,exact,dog,Exact MorphoLex row used.,{(dog)},NN|VB,1,"0,1,0",dog: root:dog,"MorphoLex-en exact evidence: [dog; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(dog)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
dogs_en_gb,dogs,dogs,exact,dogs,Exact MorphoLex row used.,{(dog)},NN|VB,1,"0,1,0",dogs: root:dog,"MorphoLex-en exact evidence: [dogs; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(dog)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
dollar_en_gb,dollar,dollar,exact,dollar,Exact MorphoLex row used.,{(dollar)},NN,1,"0,1,0",dollar: root:dollar,"MorphoLex-en exact evidence: [dollar; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(dollar)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
don_t_en_gb,don't,don't,exact,don't,Exact MorphoLex row used.,{(do)},encl,1,"0,1,0",don't: root:do,"MorphoLex-en exact evidence: [don't; POS=encl; Nmorph=1; PRS=0,1,0; segmentation={(do)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
donkey_en_gb,donkey,donkey,exact,donkey,Exact MorphoLex row used.,{(donkey)},NN,1,"0,1,0",donkey: root:donkey,"MorphoLex-en exact evidence: [donkey; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(donkey)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
doubt_en_gb,doubt,doubt,exact,doubt,Exact MorphoLex row used.,{(doubt)},NN|VB,1,"0,1,0",doubt: root:doubt,"MorphoLex-en exact evidence: [doubt; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(doubt)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
down_en_gb,down,down,exact,down,Exact MorphoLex row used.,{(down)},RB|minor|JJ|NN,1,"0,1,0",down: root:down,"MorphoLex-en exact evidence: [down; POS=RB|minor|JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(down)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
draw_en_gb,draw,draw,exact,draw,Exact MorphoLex row used.,{(draw)},VB|NN,1,"0,1,0",draw: root:draw,"MorphoLex-en exact evidence: [draw; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(draw)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
dress_en_gb,dress,dress,exact,dress,Exact MorphoLex row used.,{(dress)},NN|VB,1,"0,1,0",dress: root:dress,"MorphoLex-en exact evidence: [dress; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(dress)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
duck_en_gb,duck,duck,exact,duck,Exact MorphoLex row used.,{(duck)},NN|VB,1,"0,1,0",duck: root:duck,"MorphoLex-en exact evidence: [duck; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(duck)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
early_en_gb,early,early,exact,early,Exact MorphoLex row used.,{(early)},JJ|RB|NN,1,"0,1,0",early: root:early,"MorphoLex-en exact evidence: [early; POS=JJ|RB|NN; Nmorph=1; PRS=0,1,0; segmentation={(early)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
earth_en_gb,earth,earth,exact,earth,Exact MorphoLex row used.,{(earth)},NN|VB,1,"0,1,0",earth: root:earth,"MorphoLex-en exact evidence: [earth; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(earth)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
echo_en_gb,echo,echo,exact,echo,Exact MorphoLex row used.,{(echo)},NN|VB,1,"0,1,0",echo: root:echo,"MorphoLex-en exact evidence: [echo; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(echo)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
edge_en_gb,edge,edge,exact,edge,Exact MorphoLex row used.,{(edge)},NN|VB,1,"0,1,0",edge: root:edge,"MorphoLex-en exact evidence: [edge; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(edge)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
education_en_gb,education,education,exact,education,Exact MorphoLex row used.,{(educate)}>ion>,NN,2,"0,1,1",education: root:educate + suffix:ion,"MorphoLex-en exact evidence: [education; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(educate)}>ion>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
eight_en_gb,eight,eight,exact,eight,Exact MorphoLex row used.,{(eight)},minor|NN,1,"0,1,0",eight: root:eight,"MorphoLex-en exact evidence: [eight; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(eight)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
electric_en_gb,electric,electric,exact,electric,Exact MorphoLex row used.,{(electr)>ic>},JJ,2,"0,1,1",electric: root:electr + suffix:ic,"MorphoLex-en exact evidence: [electric; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(electr)>ic>}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
electricity_en_gb,electricity,electricity,exact,electricity,Exact MorphoLex row used.,{(electr)>ic>}>ity>,NN,3,"0,1,2",electricity: root:electr + suffix:ic + suffix:ity,"MorphoLex-en exact evidence: [electricity; POS=NN; Nmorph=3; PRS=0,1,2; segmentation={(electr)>ic>}>ity>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
electrician_en_gb,electrician,electrician,exact,electrician,Exact MorphoLex row used.,{(electr)>ic>}>ian>,NN,3,"0,1,2",electrician: root:electr + suffix:ic + suffix:ian,"MorphoLex-en exact evidence: [electrician; POS=NN; Nmorph=3; PRS=0,1,2; segmentation={(electr)>ic>}>ian>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
eleven_en_gb,eleven,eleven,exact,eleven,Exact MorphoLex row used.,{(eleven)},minor|NN,1,"0,1,0",eleven: root:eleven,"MorphoLex-en exact evidence: [eleven; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(eleven)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
ended_en_gb,ended,ended,exact,ended,Exact MorphoLex row used.,{(end)},VB,1,"0,1,0",ended: root:end,"MorphoLex-en exact evidence: [ended; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(end)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
enjoy_en_gb,enjoy,enjoy,exact,enjoy,Exact MorphoLex row used.,<en<{(joy)},VB|NN,2,"1,1,0",enjoy: prefix:en + root:joy,"MorphoLex-en exact evidence: [enjoy; POS=VB|NN; Nmorph=2; PRS=1,1,0; segmentation=<en<{(joy)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
enjoyable_en_gb,enjoyable,enjoyable,exact,enjoyable,Exact MorphoLex row used.,<en<{(joy)}>able>,JJ,3,"1,1,1",enjoyable: prefix:en + root:joy + suffix:able,"MorphoLex-en exact evidence: [enjoyable; POS=JJ; Nmorph=3; PRS=1,1,1; segmentation=<en<{(joy)}>able>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
enjoyment_en_gb,enjoyment,enjoyment,exact,enjoyment,Exact MorphoLex row used.,<en<{(joy)}>ment>,NN,3,"1,1,1",enjoyment: prefix:en + root:joy + suffix:ment,"MorphoLex-en exact evidence: [enjoyment; POS=NN; Nmorph=3; PRS=1,1,1; segmentation=<en<{(joy)}>ment>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
enough_en_gb,enough,enough,exact,enough,Exact MorphoLex row used.,{(enough)},RB|JJ|NN,1,"0,1,0",enough: root:enough,"MorphoLex-en exact evidence: [enough; POS=RB|JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(enough)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
erase_en_gb,erase,erase,exact,erase,Exact MorphoLex row used.,{(erase)},VB,1,"0,1,0",erase: root:erase,"MorphoLex-en exact evidence: [erase; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(erase)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
escape_en_gb,escape,escape,exact,escape,Exact MorphoLex row used.,{(escape)},VB|NN,1,"0,1,0",escape: root:escape,"MorphoLex-en exact evidence: [escape; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(escape)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
essential_en_gb,essential,essential,exact,essential,Exact MorphoLex row used.,{(essence)}>al>,JJ|NN,2,"0,1,1",essential: root:essence + suffix:al,"MorphoLex-en exact evidence: [essential; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(essence)}>al>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
even_en_gb,even,even,exact,even,Exact MorphoLex row used.,{(even)},RB|JJ|NN|VB,1,"0,1,0",even: root:even,"MorphoLex-en exact evidence: [even; POS=RB|JJ|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(even)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
every_en_gb,every,every,exact,every,Exact MorphoLex row used.,{(every)},minor|NN,1,"0,1,0",every: root:every,"MorphoLex-en exact evidence: [every; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(every)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
example_en_gb,example,example,exact,example,Exact MorphoLex row used.,{(example)},NN,1,"0,1,0",example: root:example,"MorphoLex-en exact evidence: [example; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(example)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
exhaustion_en_gb,exhaustion,exhaustion,exact,exhaustion,Exact MorphoLex row used.,{(exhaust)}>ion>,NN,2,"0,1,1",exhaustion: root:exhaust + suffix:ion,"MorphoLex-en exact evidence: [exhaustion; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(exhaust)}>ion>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
extension_en_gb,extension,extension,exact,extension,Exact MorphoLex row used.,{<ex<(tend)}>ion>,NN,3,"1,1,1",extension: prefix:ex + root:tend + suffix:ion,"MorphoLex-en exact evidence: [extension; POS=NN; Nmorph=3; PRS=1,1,1; segmentation={<ex<(tend)}>ion>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
extreme_en_gb,extreme,extreme,exact,extreme,Exact MorphoLex row used.,{(extreme)},JJ|NN,1,"0,1,0",extreme: root:extreme,"MorphoLex-en exact evidence: [extreme; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(extreme)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
eye_en_gb,eye,eye,exact,eye,Exact MorphoLex row used.,{(eye)},NN|VB,1,"0,1,0",eye: root:eye,"MorphoLex-en exact evidence: [eye; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(eye)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
face_en_gb,face,face,exact,face,Exact MorphoLex row used.,{(face)},NN|VB,1,"0,1,0",face: root:face,"MorphoLex-en exact evidence: [face; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(face)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
facial_en_gb,facial,facial,exact,facial,Exact MorphoLex row used.,{(face)}>al>,JJ,2,"0,1,1",facial: root:face + suffix:al,"MorphoLex-en exact evidence: [facial; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(face)}>al>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
factual_en_gb,factual,factual,exact,factual,Exact MorphoLex row used.,{(fact)}>al>,JJ,2,"0,1,1",factual: root:fact + suffix:al,"MorphoLex-en exact evidence: [factual; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fact)}>al>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fair_en_gb,fair,fair,exact,fair,Exact MorphoLex row used.,{(fair)},JJ|NN,1,"0,1,0",fair: root:fair,"MorphoLex-en exact evidence: [fair; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(fair)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
family_en_gb,family,family,exact,family,Exact MorphoLex row used.,{(family)},NN,1,"0,1,0",family: root:family,"MorphoLex-en exact evidence: [family; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(family)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
famous_en_gb,famous,famous,exact,famous,Exact MorphoLex row used.,{(fame)}>ious>,JJ,2,"0,1,1",famous: root:fame + suffix:ious,"MorphoLex-en exact evidence: [famous; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fame)}>ious>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fan_en_gb,fan,fan,exact,fan,Exact MorphoLex row used.,{(fan)},NN|VB,1,"0,1,0",fan: root:fan,"MorphoLex-en exact evidence: [fan; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fan)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fast_en_gb,Fast,fast/faster/fastest,exact,fast,Exact MorphoLex row used.,{(fast)},RB|JJ,1,"0,1,0",fast: root:fast,"MorphoLex-en exact evidence: [fast; POS=RB|JJ; Nmorph=1; PRS=0,1,0; segmentation={(fast)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
faster_en_gb,faster,faster,exact,faster,Exact MorphoLex row used.,{(fast)}>er>,RB|JJ|NN,2,"0,1,1",faster: root:fast + suffix:er,"MorphoLex-en exact evidence: [faster; POS=RB|JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(fast)}>er>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fastest_en_gb,fastest,fastest,exact,fastest,Exact MorphoLex row used.,{(fast)}>est>,JJ|NN,2,"0,1,1",fastest: root:fast + suffix:est,"MorphoLex-en exact evidence: [fastest; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(fast)}>est>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
favourite_en_gb,favourite,favourite,exact,favourite,Exact MorphoLex row used.,{(favour)}>ite>,NN|JJ,2,"0,1,1",favourite: root:favour + suffix:ite,"MorphoLex-en exact evidence: [favourite; POS=NN|JJ; Nmorph=2; PRS=0,1,1; segmentation={(favour)}>ite>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
feet_en_gb,feet,feet,exact,feet,Exact MorphoLex row used.,{(feet)},NN,1,"0,1,0",feet: root:feet,"MorphoLex-en exact evidence: [feet; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(feet)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fern_en_gb,fern,fern,exact,fern,Exact MorphoLex row used.,{(fern)},NN,1,"0,1,0",fern: root:fern,"MorphoLex-en exact evidence: [fern; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fern)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fetch_en_gb,fetch,fetch,exact,fetch,Exact MorphoLex row used.,{(fetch)},VB,1,"0,1,0",fetch: root:fetch,"MorphoLex-en exact evidence: [fetch; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(fetch)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
few_en_gb,few,few,exact,few,Exact MorphoLex row used.,{(few)},JJ|NN|RB,1,"0,1,0",few: root:few,"MorphoLex-en exact evidence: [few; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(few)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
field_en_gb,field,field,exact,field,Exact MorphoLex row used.,{(field)},NN|VB,1,"0,1,0",field: root:field,"MorphoLex-en exact evidence: [field; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(field)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fight_en_gb,fight,fight,exact,fight,Exact MorphoLex row used.,{(fight)},NN|VB,1,"0,1,0",fight: root:fight,"MorphoLex-en exact evidence: [fight; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fight)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fin_en_gb,fin,fin,exact,fin,Exact MorphoLex row used.,{(fin)},NN,1,"0,1,0",fin: root:fin,"MorphoLex-en exact evidence: [fin; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fin)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
final_en_gb,final,final,exact,final,Exact MorphoLex row used.,{(final)},JJ,1,"0,1,0",final: root:final,"MorphoLex-en exact evidence: [final; POS=JJ; Nmorph=1; PRS=0,1,0; segmentation={(final)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
find_en_gb,find,find,exact,find,Exact MorphoLex row used.,{(find)},VB|NN,1,"0,1,0",find: root:find,"MorphoLex-en exact evidence: [find; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(find)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fish_en_gb,fish,fish,exact,fish,Exact MorphoLex row used.,{(fish)},NN|VB,1,"0,1,0",fish: root:fish,"MorphoLex-en exact evidence: [fish; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fish)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fit_en_gb,fit,fit,exact,fit,Exact MorphoLex row used.,{(fit)},VB|NN|JJ,1,"0,1,0",fit: root:fit,"MorphoLex-en exact evidence: [fit; POS=VB|NN|JJ; Nmorph=1; PRS=0,1,0; segmentation={(fit)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fixes_en_gb,fixes,fixes,exact,fixes,Exact MorphoLex row used.,{(fix)},NN|VB,1,"0,1,0",fixes: root:fix,"MorphoLex-en exact evidence: [fixes; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fix)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fizz_en_gb,fizz,fizz,exact,fizz,Exact MorphoLex row used.,{(fizz)},VB|NN,1,"0,1,0",fizz: root:fizz,"MorphoLex-en exact evidence: [fizz; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fizz)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
flag_en_gb,flag,flag,exact,flag,Exact MorphoLex row used.,{(flag)},NN|VB,1,"0,1,0",flag: root:flag,"MorphoLex-en exact evidence: [flag; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flag)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
flew_en_gb,flew,flew,exact,flew,Exact MorphoLex row used.,{(flew)},VB,1,"0,1,0",flew: root:flew,"MorphoLex-en exact evidence: [flew; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(flew)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
float_en_gb,float,float,exact,float,Exact MorphoLex row used.,{(float)},VB|NN,1,"0,1,0",float: root:float,"MorphoLex-en exact evidence: [float; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(float)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
flour_en_gb,flour,flour,exact,flour,Exact MorphoLex row used.,{(flour)},NN|VB,1,"0,1,0",flour: root:flour,"MorphoLex-en exact evidence: [flour; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flour)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
flower_en_gb,flower,flower,exact,flower,Exact MorphoLex row used.,{(flower)},NN|VB,1,"0,1,0",flower: root:flower,"MorphoLex-en exact evidence: [flower; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flower)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fly_en_gb,fly,fly,exact,fly,Exact MorphoLex row used.,{(fly)},VB|NN,1,"0,1,0",fly: root:fly,"MorphoLex-en exact evidence: [fly; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fly)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fog_en_gb,fog,fog,exact,fog,Exact MorphoLex row used.,{(fog)},NN|VB,1,"0,1,0",fog: root:fog,"MorphoLex-en exact evidence: [fog; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fog)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
food_en_gb,food,food,exact,food,Exact MorphoLex row used.,{(food)},NN,1,"0,1,0",food: root:food,"MorphoLex-en exact evidence: [food; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(food)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
foot_en_gb,foot,foot,exact,foot,Exact MorphoLex row used.,{(foot)},NN|VB,1,"0,1,0",foot: root:foot,"MorphoLex-en exact evidence: [foot; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(foot)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
football_en_gb,football,football,exact,football,Exact MorphoLex row used.,{(foot)}{(ball)},NN,2,"0,2,0",football: root:foot + root:ball,"MorphoLex-en exact evidence: [football; POS=NN; Nmorph=2; PRS=0,2,0; segmentation={(foot)}{(ball)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
for_en_gb,for,for,exact,for,Exact MorphoLex row used.,{(for)},minor,1,"0,1,0",for: root:for,"MorphoLex-en exact evidence: [for; POS=minor; Nmorph=1; PRS=0,1,0; segmentation={(for)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fork_en_gb,fork,fork,exact,fork,Exact MorphoLex row used.,{(fork)},NN,1,"0,1,0",fork: root:fork,"MorphoLex-en exact evidence: [fork; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fork)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
form_en_gb,form,form,exact,form,Exact MorphoLex row used.,{(form)},NN|VB,1,"0,1,0",form: root:form,"MorphoLex-en exact evidence: [form; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(form)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
inform_en_gb,inform,inform,exact,inform,Exact MorphoLex row used.,{(inform)},VB,1,"0,1,0",inform: root:inform,"MorphoLex-en exact evidence: [inform; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(inform)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
found_en_gb,found,found,exact,found,Exact MorphoLex row used.,{(found)},VB|NN,1,"0,1,0",found: root:found,"MorphoLex-en exact evidence: [found; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(found)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
four_en_gb,four,four,exact,four,Exact MorphoLex row used.,{(four)},minor|NN,1,"0,1,0",four: root:four,"MorphoLex-en exact evidence: [four; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(four)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
friend_en_gb,friend,friend,exact,friend,Exact MorphoLex row used.,{(friend)},NN,1,"0,1,0",friend: root:friend,"MorphoLex-en exact evidence: [friend; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(friend)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
frog_en_gb,frog,frog,exact,frog,Exact MorphoLex row used.,{(frog)},NN,1,"0,1,0",frog: root:frog,"MorphoLex-en exact evidence: [frog; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(frog)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fruit_en_gb,fruit,fruit,exact,fruit,Exact MorphoLex row used.,{(fruit)},NN,1,"0,1,0",fruit: root:fruit,"MorphoLex-en exact evidence: [fruit; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fruit)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
fudge_en_gb,fudge,fudge,exact,fudge,Exact MorphoLex row used.,{(fudge)},VB|NN,1,"0,1,0",fudge: root:fudge,"MorphoLex-en exact evidence: [fudge; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fudge)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
full_en_gb,full,full,exact,full,Exact MorphoLex row used.,{(full)},JJ|RB,1,"0,1,0",full: root:full,"MorphoLex-en exact evidence: [full; POS=JJ|RB; Nmorph=1; PRS=0,1,0; segmentation={(full)}] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
funny_en_gb,funny,funny,exact,funny,Exact MorphoLex row used.,{(fun)}>y>,JJ,2,"0,1,1",funny: root:fun + suffix:y,"MorphoLex-en exact evidence: [funny; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fun)}>y>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
funnier_en_gb,funnier,funnier,exact,funnier,Exact MorphoLex row used.,{(fun)}>y>>er>,JJ,3,"0,1,2",funnier: root:fun + suffix:y + suffix:er,"MorphoLex-en exact evidence: [funnier; POS=JJ; Nmorph=3; PRS=0,1,2; segmentation={(fun)}>y>>er>] Selection note: Exact MorphoLex row used.",medium,approved_for_first_exposure,
