word_key,normalised_word,display_word,dialect_code,previous_frequency_band,promoted_frequency_band,frequency_changed,frequency_source_used,recommended_frequency_band,previous_age_band,promoted_age_band,age_changed,recommended_age_number,recommended_age_number_unrounded,age_source_status,age_review_flags,promotion_status,review_notes
does_en_gb,does,does,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dog_en_gb,dog,dog,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,14,13.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dogs_en_gb,dogs,dogs,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dollar_en_gb,dollar,dollar,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
don_t_en_gb,don't,don't,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
donkey_en_gb,donkey,donkey,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
doubt_en_gb,doubt,doubt,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
down_en_gb,down,down,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
draw_en_gb,draw,draw,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dress_en_gb,dress,dress,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
duck_en_gb,duck,duck,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
early_en_gb,early,early,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
earth_en_gb,earth,earth,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
echo_en_gb,echo,echo,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
edge_en_gb,edge,edge,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
education_en_gb,education,education,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
eight_en_gb,eight,eight,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
electric_en_gb,electric,electric,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,11.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
electricity_en_gb,electricity,electricity,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
electrician_en_gb,electrician,electrician,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
eleven_en_gb,eleven,eleven,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
ended_en_gb,ended,ended,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
enjoy_en_gb,enjoy,enjoy,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
enjoyable_en_gb,enjoyable,enjoyable,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
enjoyment_en_gb,enjoyment,enjoyment,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
enough_en_gb,enough,enough,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
erase_en_gb,erase,erase,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
escape_en_gb,escape,escape,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
essential_en_gb,essential,essential,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
even_en_gb,even,even,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
every_en_gb,every,every,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
example_en_gb,example,example,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
exhaustion_en_gb,exhaustion,exhaustion,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
extension_en_gb,extension,extension,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
extreme_en_gb,extreme,extreme,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
eye_en_gb,eye,eye,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
face_en_gb,face,face,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
facial_en_gb,facial,facial,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
factual_en_gb,factual,factual,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fair_en_gb,fair,fair,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
family_en_gb,family,family,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
famous_en_gb,famous,famous,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fan_en_gb,fan,fan,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fast_en_gb,Fast,fast/faster/fastest,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
faster_en_gb,faster,faster,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fastest_en_gb,fastest,fastest,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
favourite_en_gb,favourite,favourite,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
feet_en_gb,feet,feet,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fern_en_gb,fern,fern,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fetch_en_gb,fetch,fetch,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,lower_secondary,TRUE,12,11.5,aoa_and_uk,aoa_18_plus_only|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
few_en_gb,few,few,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
field_en_gb,field,field,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fight_en_gb,fight,fight,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fin_en_gb,fin,fin,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
final_en_gb,final,final,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
find_en_gb,find,find,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fish_en_gb,fish,fish,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fit_en_gb,fit,fit,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fixes_en_gb,fixes,fixes,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fizz_en_gb,fizz,fizz,en-GB,medium,low,TRUE,wordfreq,low,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
flag_en_gb,flag,flag,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,later_review,TRUE,17,16.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
flew_en_gb,flew,flew,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
float_en_gb,float,float,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,mid_secondary,TRUE,15,14.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
flour_en_gb,flour,flour,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
flower_en_gb,flower,flower,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fly_en_gb,fly,fly,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fog_en_gb,fog,fog,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
food_en_gb,food,food,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
foot_en_gb,foot,foot,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
football_en_gb,football,football,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
for_en_gb,for,for,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fork_en_gb,fork,fork,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
form_en_gb,form,form,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
inform_en_gb,inform,inform,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
found_en_gb,found,found,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
four_en_gb,four,four,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
friend_en_gb,friend,friend,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
frog_en_gb,frog,frog,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fruit_en_gb,fruit,fruit,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fudge_en_gb,fudge,fudge,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,11,11.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
full_en_gb,full,full,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
funny_en_gb,funny,funny,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
funnier_en_gb,funnier,funnier,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_6_7,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
funniest_en_gb,funniest,funniest,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
future_en_gb,future,future,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
fuzz_en_gb,fuzz,fuzz,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
game_en_gb,game,game,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
garden_en_gb,garden,garden,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
gem_en_gb,gem,gem,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
geography_en_gb,geography,geography,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
giant_en_gb,giant,giant,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
giggle_en_gb,giggle,giggle,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
giraffe_en_gb,giraffe,giraffe,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
girl_en_gb,girl,girl,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
give_en_gb,give,give,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
glass_en_gb,glass,glass,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
glue_en_gb,glue,glue,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
gnat_en_gb,gnat,gnat,en-GB,medium,low,TRUE,wordfreq,low,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
gnaw_en_gb,gnaw,gnaw,en-GB,medium,low,TRUE,wordfreq,low,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
gnome_en_gb,gnome,gnome,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,lower_secondary,TRUE,12,12,aoa_and_uk,multiple_meanings_review|aoa_18_plus_only|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
go_en_gb,go,go,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
goat_en_gb,goat,goat,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
goes_en_gb,goes,goes,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
good_en_gb,good,good,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
government_en_gb,government,government,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grab_en_gb,grab,grab,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grabbed_en_gb,grabbed,grabbed,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grammar_en_gb,grammar,grammar,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
graph_en_gb,graph,graph,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
graphic_en_gb,graphic,graphic,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,later_review,TRUE,18,18,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grass_en_gb,grass,grass,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
great_en_gb,great,great,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
green_en_gb,green,green,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grey_en_gb,grey,grey,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
group_en_gb,group,group,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grow_en_gb,grow,grow,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
grown_en_gb,grown,grown,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
gym_en_gb,gym,gym,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
half_en_gb,half,half,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
hand_en_gb,hand,hand,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
handle_en_gb,handle,handle,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
happiness_en_gb,happiness,happiness,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
happy_en_gb,happy,happy,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
happier_en_gb,happier,happier,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
