micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,common_misconceptions,first_exposure_progression,guided_practice_progression,review_proofreading_progression,example_selection_guidance,contrast_policy_guidance,sample_preview_word_key,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PG_S_SOUND_CHOICES_SC,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /s/ spelled sc in learned words.,"One sound can have more than one spelling. This skill teaches when to use /s/ spelled sc in learned words, using clues like position, next letter, word ending, or word family.","In some words, especially learned words, the /s/ sound is spelled sc.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /s/ spelled sc in learned words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",scene_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_Z_SOUND_CHOICES_Z,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /z/ spelled z.,"One sound can have more than one spelling. This skill teaches when to use /z/ spelled z, using clues like position, next letter, word ending, or word family.","The /z/ sound is commonly spelled with z, especially at the start or middle of words.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /z/ spelled z, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",zebra_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_Z_SOUND_CHOICES_ZZ,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose final /z/ spelled zz after a short vowel.,"One sound can have more than one spelling. This skill teaches when to use final /z/ spelled zz after a short vowel, using clues like position, next letter, word ending, or word family.","After a short vowel in a short word, final /z/ is often spelled zz.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for final /z/ spelled zz after a short vowel, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",buzz_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_Z_SOUND_CHOICES_S,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /z/ spelled s in common words.,"One sound can have more than one spelling. This skill teaches when to use /z/ spelled s in common words, using clues like position, next letter, word ending, or word family.",The letter s can represent the /z/ sound in many common words.,,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /z/ spelled s in common words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",has_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_Z_SOUND_CHOICES_SE_FINAL,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose final /z/ spelled se.,"One sound can have more than one spelling. This skill teaches when to use final /z/ spelled se, using clues like position, next letter, word ending, or word family.","Some words spell final /z/ with se, especially after a long vowel or vowel digraph.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for final /z/ spelled se, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",nose_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_SH_SOUND_CHOICES_SH,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /sh/ spelled sh.,"One sound can have more than one spelling. This skill teaches when to use /sh/ spelled sh, using clues like position, next letter, word ending, or word family.","The /sh/ sound is commonly spelled with sh at the start, middle, or end of words.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /sh/ spelled sh, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",ship_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_SH_SOUND_CHOICES_TI,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /sh/ spelled ti in longer words.,"One sound can have more than one spelling. This skill teaches when to use /sh/ spelled ti in longer words, using clues like position, next letter, word ending, or word family.","In many longer words, especially before unstressed endings, the /sh/ sound can be spelled with ti.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /sh/ spelled ti in longer words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",station_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_SH_SOUND_CHOICES_CI,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /sh/ spelled ci in longer words.,"One sound can have more than one spelling. This skill teaches when to use /sh/ spelled ci in longer words, using clues like position, next letter, word ending, or word family.","In some longer words, the /sh/ sound can be spelled with ci.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /sh/ spelled ci in longer words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",special_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_SH_SOUND_CHOICES_SI,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /sh/ or soft sound spelled si.,"One sound can have more than one spelling. This skill teaches when to use /sh/ or soft sound spelled si, using clues like position, next letter, word ending, or word family.","In some longer words, si can represent a /sh/ or related soft sound.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /sh/ or soft sound spelled si, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",mansion_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_SH_SOUND_CHOICES_CH,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /sh/ spelled ch in some loan words.,"One sound can have more than one spelling. This skill teaches when to use /sh/ spelled ch in some loan words, using clues like position, next letter, word ending, or word family.","In some words from French or other languages, the /sh/ sound is spelled with ch.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /sh/ spelled ch in some loan words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",chef_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CH_SOUND_CHOICES_CH,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /ch/ spelled ch.,"One sound can have more than one spelling. This skill teaches when to use /ch/ spelled ch, using clues like position, next letter, word ending, or word family.","The /ch/ sound is commonly spelled with ch at the start, middle, or end of words.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /ch/ spelled ch, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.",Start with common words where the spelling-choice cue is obvious; avoid exception words and words with several competing spelling decisions.,"Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CH_SOUND_CHOICES_TU,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /ch/ spelled tu in longer words.,"One sound can have more than one spelling. This skill teaches when to use /ch/ spelled tu in longer words, using clues like position, next letter, word ending, or word family.","In some longer words, tu can represent a /ch/ sound before an unstressed vowel or ending.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /ch/ spelled tu in longer words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",picture_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CH_SOUND_CHOICES_TI,human_reviewed_v1,active,TRUE,Child can use the relevant cue to choose /ch/ spelled ti in a small group of words.,"One sound can have more than one spelling. This skill teaches when to use /ch/ spelled ti in a small group of words, using clues like position, next letter, word ending, or word family.","In a small group of common words, ti can represent the /ch/ sound.",,"Child may use a spelling that sounds plausible but ignores the cue, overgeneralise a favourite spelling, or apply the rule to exception words.",Introduce the sound; show the target spelling choice; explain the cue that makes this choice useful; classify a few words by the cue before spelling them.,"Use clear support words for this one choice only. Prompt: where is the sound, what comes next, what is the ending, and which spelling fits that clue?","Review: Use mixed retrieval and ask the child to justify the spelling choice for /ch/ spelled ti in a small group of words, not only to spell the word from memory. Proofreading: In proofreading, ask the child to find the target sound, check the cue, and correct plausible but wrong spellings that ignore the cue.","Use a small, common, curriculum-relevant word set; avoid rare etymological words and avoid treating the pattern as fully predictable.","Contrast is useful only after the target cue is known. Compare with one plausible alternative at a time, and make the cue explicit.",question_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_FINAL_CONSONANT_PATTERNS_CK_SHORT,human_reviewed_v1,active,TRUE,Child can apply the final consonant pattern for final /k/ spelled ck after a short vowel.,The end of a short word can need a special spelling pattern. Listen to the vowel before the final sound and check the ending.,"After a short vowel in a short word, final /k/ is usually spelled ck.",,"Child may write a single final consonant, choose a phonetically plausible ending, or miss the short-vowel cue before ck, tch or dge.",Explain the short-vowel or final-letter cue; model how the ending is chosen; mark the vowel before the final sound; practise applying the pattern.,"Use short, regular words with clear short vowels. Prompt the child to identify the vowel sound before choosing the final spelling; then fade the prompt.","Review: Use mixed final-ending retrieval and ask the child to check the vowel before the final consonant sound. Proofreading: In proofreading, ask the child to inspect word endings for final /k/ spelled ck after a short vowel and correct single-letter or wrong-ending near-misses.",Start with common one-syllable words that have a clear short vowel before the ending; avoid long-vowel words and longer words until the cue is secure.,"Do not contrast ck/tch/dge all at once. Later, contrast with long-vowel endings or single-letter endings so the short-vowel cue stays clear.",duck_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_FINAL_CONSONANT_PATTERNS_TCH_SHORT,human_reviewed_v1,active,TRUE,Child can apply the final consonant pattern for final /ch/ spelled tch after a short vowel.,The end of a short word can need a special spelling pattern. Listen to the vowel before the final sound and check the ending.,"After a short vowel in a short word, final /ch/ is usually spelled tch.",,"Child may write a single final consonant, choose a phonetically plausible ending, or miss the short-vowel cue before ck, tch or dge.",Explain the short-vowel or final-letter cue; model how the ending is chosen; mark the vowel before the final sound; practise applying the pattern.,"Use short, regular words with clear short vowels. Prompt the child to identify the vowel sound before choosing the final spelling; then fade the prompt.","Review: Use mixed final-ending retrieval and ask the child to check the vowel before the final consonant sound. Proofreading: In proofreading, ask the child to inspect word endings for final /ch/ spelled tch after a short vowel and correct single-letter or wrong-ending near-misses.",Start with common one-syllable words that have a clear short vowel before the ending; avoid long-vowel words and longer words until the cue is secure.,"Do not contrast ck/tch/dge all at once. Later, contrast with long-vowel endings or single-letter endings so the short-vowel cue stays clear.",catch_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_FINAL_CONSONANT_PATTERNS_DGE_SHORT,human_reviewed_v1,active,TRUE,Child can apply the final consonant pattern for final /j/ spelled dge after a short vowel.,The end of a short word can need a special spelling pattern. Listen to the vowel before the final sound and check the ending.,"After a short vowel in a short word, final /j/ is usually spelled dge.",,"Child may write a single final consonant, choose a phonetically plausible ending, or miss the short-vowel cue before ck, tch or dge.",Explain the short-vowel or final-letter cue; model how the ending is chosen; mark the vowel before the final sound; practise applying the pattern.,"Use short, regular words with clear short vowels. Prompt the child to identify the vowel sound before choosing the final spelling; then fade the prompt.","Review: Use mixed final-ending retrieval and ask the child to check the vowel before the final consonant sound. Proofreading: In proofreading, ask the child to inspect word endings for final /j/ spelled dge after a short vowel and correct single-letter or wrong-ending near-misses.",Start with common one-syllable words that have a clear short vowel before the ending; avoid long-vowel words and longer words until the cue is secure.,"Do not contrast ck/tch/dge all at once. Later, contrast with long-vowel endings or single-letter endings so the short-vowel cue stays clear.",edge_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_FINAL_CONSONANT_PATTERNS_FINAL_VE,human_reviewed_v1,active,TRUE,Child can apply the final consonant pattern for final /v/ spelled ve.,The end of a short word can need a special spelling pattern. Listen to the vowel before the final sound and check the ending.,"English words usually do not end in plain v, so final /v/ is usually spelled ve.",,"Child may write a single final consonant, choose a phonetically plausible ending, or miss the short-vowel cue before ck, tch or dge.",Explain the short-vowel or final-letter cue; model how the ending is chosen; mark the vowel before the final sound; practise applying the pattern.,"Use short, regular words with clear short vowels. Prompt the child to identify the vowel sound before choosing the final spelling; then fade the prompt.","Review: Use mixed final-ending retrieval and ask the child to check the vowel before the final consonant sound. Proofreading: In proofreading, ask the child to inspect word endings for final /v/ spelled ve and correct single-letter or wrong-ending near-misses.",Start with common one-syllable words that have a clear short vowel before the ending; avoid long-vowel words and longer words until the cue is secure.,"Do not contrast ck/tch/dge all at once. Later, contrast with long-vowel endings or single-letter endings so the short-vowel cue stays clear.",have_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_SPLIT_DIGRAPHS_A_E,human_reviewed_v1,active,TRUE,"Child can recognise and spell split digraph a_e for long /ai/, including the final e.",The final e can work with an earlier vowel to make a long vowel sound. The two vowel letters are split by a consonant.,"In split digraph words, the final e works with the earlier vowel to show a long vowel sound.",,"Child may spell the long vowel with only the first vowel, forget the final e, or place the e next to the vowel instead of after the consonant.","Show how the final e changes the vowel sound; mark the vowel, middle consonant, and final e; compare orally with a short-vowel word only after the pattern is shown.","Use simple words with split digraph a_e for long /ai/. Prompt the child to find the first vowel and final e, draw the split connection, spell the word, and read it back.","Review: Use mixed split-digraph retrieval and ask the child to check whether a long vowel needs a final e. Proofreading: In proofreading, ask the child to scan for long-vowel words with a missing or misplaced final e and correct them.","Start with common one-syllable split-digraph words with one middle consonant; avoid rare words, suffixes, and words with multiple vowel spellings initially.",Use contrast with short-vowel CVC words only after the child understands the split digraph; keep contrasts minimal and visually clear.,make_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_SPLIT_DIGRAPHS_E_E,human_reviewed_v1,active,TRUE,"Child can recognise and spell split digraph e_e for long /ee/, including the final e.",The final e can work with an earlier vowel to make a long vowel sound. The two vowel letters are split by a consonant.,"In e-e words, the final e works with the earlier e to show a long /ee/ sound.",,"Child may spell the long vowel with only the first vowel, forget the final e, or place the e next to the vowel instead of after the consonant.","Show how the final e changes the vowel sound; mark the vowel, middle consonant, and final e; compare orally with a short-vowel word only after the pattern is shown.","Use simple words with split digraph e_e for long /ee/. Prompt the child to find the first vowel and final e, draw the split connection, spell the word, and read it back.","Review: Use mixed split-digraph retrieval and ask the child to check whether a long vowel needs a final e. Proofreading: In proofreading, ask the child to scan for long-vowel words with a missing or misplaced final e and correct them.","Start with common one-syllable split-digraph words with one middle consonant; avoid rare words, suffixes, and words with multiple vowel spellings initially.",Use contrast with short-vowel CVC words only after the child understands the split digraph; keep contrasts minimal and visually clear.,these_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PAT_SPLIT_DIGRAPHS_I_E,human_reviewed_v1,active,TRUE,"Child can recognise and spell split digraph i_e for long /igh/, including the final e.",The final e can work with an earlier vowel to make a long vowel sound. The two vowel letters are split by a consonant.,"In i-e words, the final e works with the earlier i to show a long /igh/ sound.",,"Child may spell the long vowel with only the first vowel, forget the final e, or place the e next to the vowel instead of after the consonant.","Show how the final e changes the vowel sound; mark the vowel, middle consonant, and final e; compare orally with a short-vowel word only after the pattern is shown.","Use simple words with split digraph i_e for long /igh/. Prompt the child to find the first vowel and final e, draw the split connection, spell the word, and read it back.","Review: Use mixed split-digraph retrieval and ask the child to check whether a long vowel needs a final e. Proofreading: In proofreading, ask the child to scan for long-vowel words with a missing or misplaced final e and correct them.","Start with common one-syllable split-digraph words with one middle consonant; avoid rare words, suffixes, and words with multiple vowel spellings initially.",Use contrast with short-vowel CVC words only after the child understands the split digraph; keep contrasts minimal and visually clear.,time_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
