word_key,normalised_word,display_word,dialect_code,current_frequency_band,recommended_frequency_band,frequency_primary_source,frequency_source_used,frequency_match_status,frequency_evidence,bnc_fallback_match_status,bnc_fallback_evidence,bnc_wordfreq_band_comparison_status,current_age_band,recommended_age_band,aoa_evidence_status,recommendation_status,review_notes,recommended_age_number_unrounded,recommended_age_number,age_source_status,aoa_median_age,aoa_meaning_row_count,uk_curriculum_age,age_review_flags
junk_en_gb,junk,junk,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.03,unmatched,,comparison_only,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,4,,multiple_meanings_review
kept_en_gb,kept,kept,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5,exact,BNC frequency=143; rank=724; band=high,agree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
key_en_gb,key,key,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.12,exact,BNC frequency=125; rank=822; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,10.5,7,5,multiple_meanings_review|aoa_uk_difference_over_2_years
kicked_en_gb,kicked,kicked,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.38,exact,BNC frequency=16; rank=5095; band=medium,disagree,candidate_review,early_primary,uk_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,5,5,uk_only,,0,5,
kind_en_gb,kind,kind,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.45,exact,BNC frequency=239; rank=393; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.12,6,aoa_and_uk,7.25,4,5,multiple_meanings_review|aoa_uk_difference_over_2_years
kindness_en_gb,kindness,kindness,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4,unmatched,,comparison_only,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.25,7,aoa_and_uk,8.5,1,6,aoa_uk_difference_over_2_years
king_en_gb,king,king,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.17,exact,BNC frequency=163; rank=615; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.75,7,aoa_and_uk,8.5,5,5,multiple_meanings_review|aoa_uk_difference_over_2_years
kiss_en_gb,kiss,kiss,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.58,exact,BNC frequency=27; rank=3500; band=medium,disagree,candidate_review,later_review,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,16.5,17,aoa_only,16.5,3,,multiple_meanings_review
kit_en_gb,kit,kit,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.42,exact,BNC frequency=18; rank=4687; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.25,7,aoa_only,7.25,2,,multiple_meanings_review
kite_en_gb,kite,kite,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.55,unmatched,,comparison_only,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.75,9,aoa_and_uk,12.5,2,5,multiple_meanings_review|aoa_uk_difference_over_2_years
knee_en_gb,knee,knee,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.33,exact,BNC frequency=20; rank=4344; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,2,6,multiple_meanings_review
knife_en_gb,knife,knife,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.41,exact,BNC frequency=27; rank=3501; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.25,8,aoa_and_uk,10.5,3,6,multiple_meanings_review|aoa_uk_difference_over_2_years
knives_en_gb,knives,knives,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.84,unmatched,,comparison_only,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
knock_en_gb,knock,knock,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.35,exact,BNC frequency=12; rank=6270; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.62,8,aoa_and_uk,9.25,6,6,multiple_meanings_review|aoa_uk_difference_over_2_years
know_en_gb,know,know,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=6.1,exact,BNC frequency=1233; rank=85; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,7.25,6,6,multiple_meanings_review
lamb_en_gb,lamb,lamb,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.02,exact,BNC frequency=10; rank=6950; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,9.12,9,aoa_and_uk,8.25,2,10,multiple_meanings_review
large_larger_largest_en_gb,large,large,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.39,exact,BNC frequency=337; rank=271; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
larger_en_gb,larger,larger,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.82,exact,BNC frequency=76; rank=1393; band=medium,disagree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,6,6,manual_uk_curriculum_fill,,0,6,manual_uk_curriculum_age_fill|source_band:age_6_7
largest_en_gb,largest,largest,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.9,exact,BNC frequency=58; rank=1815; band=medium,disagree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,6,6,manual_uk_curriculum_fill,,0,6,manual_uk_curriculum_age_fill|source_band:age_6_7
latest_en_gb,latest,latest,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.92,exact,BNC frequency=65; rank=1628; band=medium,disagree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,6,6,manual_uk_curriculum_fill,,0,6,manual_uk_curriculum_age_fill|source_band:age_6_7
late_en_gb,late,late,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.34,exact,BNC frequency=200; rank=491; band=high,agree,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,6,,multiple_meanings_review
later_en_gb,later,later,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.49,exact,BNC frequency=395; rank=221; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,7.25,2,6,multiple_meanings_review
laugh_en_gb,laugh,laugh,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.66,exact,BNC frequency=38; rank=2689; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8,8,aoa_and_uk,6,1,10,aoa_uk_difference_over_2_years
laughed_en_gb,laughed,laughed,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.24,exact,BNC frequency=49; rank=2119; band=medium,disagree,candidate_review,upper_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,10,10,manual_uk_curriculum_fill,,0,10,manual_uk_curriculum_age_fill|source_band:age_10_11
lazy_en_gb,lazy,lazy,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.24,unmatched,,comparison_only,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,1,6,
leaf_en_gb,leaf,leaf,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.22,exact,BNC frequency=15; rank=5326; band=medium,disagree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.75,9,aoa_and_uk,12.5,5,5,multiple_meanings_review|aoa_uk_difference_over_2_years
learn_en_gb,learn,learn,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.17,exact,BNC frequency=83; rank=1279; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.12,7,aoa_and_uk,7.25,2,7,multiple_meanings_review
leaves_en_gb,leaves,leaves,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.79,exact,BNC frequency=65; rank=1629; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
leg_en_gb,leg,leg,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.66,exact,BNC frequency=53; rank=1988; band=medium,disagree,candidate_review,later_review,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,16.5,17,aoa_only,16.5,4,,multiple_meanings_review
lemon_en_gb,lemon,lemon,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.1,exact,BNC frequency=12; rank=6283; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,3,,multiple_meanings_review
let_s_en_gb,let's,let's,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.16,exact,BNC frequency=84; rank=1263; band=medium,disagree,candidate_review,early_primary,aoa_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,1,,
letter_en_gb,letter,letter,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.95,exact,BNC frequency=136; rank=753; band=high,agree,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,5,,multiple_meanings_review
library_en_gb,library,library,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.86,exact,BNC frequency=82; rank=1297; band=medium,disagree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7,7,aoa_and_uk,6,1,8,
lie_en_gb,lie,lie,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.84,unmatched,,comparison_only,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.75,7,aoa_and_uk,8.5,2,5,multiple_meanings_review|aoa_uk_difference_over_2_years
lying_en_gb,lying,lying,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.67,exact,BNC frequency=46; rank=2242; band=medium,disagree,candidate_review,middle_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.5,9,aoa_only,8.5,2,,multiple_meanings_review
light_en_gb,light,light,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.33,exact,BNC frequency=207; rank=473; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,10.5,9,5,multiple_meanings_review|aoa_uk_difference_over_2_years
like_en_gb,like,like,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=6.41,exact,BNC frequency=1537; rank=69; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,10.5,3,5,multiple_meanings_review|aoa_uk_difference_over_2_years
liked_en_gb,liked,liked,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.76,exact,BNC frequency=56; rank=1884; band=medium,disagree,candidate_review,early_primary,uk_only,frequency_and_age_ready,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,uk_only,,0,6,
lip_en_gb,lip,lip,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.13,exact,BNC frequency=16; rank=5098; band=medium,disagree,candidate_review,upper_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,10.5,11,aoa_only,10.5,3,,multiple_meanings_review
little_en_gb,little,little,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.75,exact,BNC frequency=534; rank=166; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_and_uk,6,3,6,multiple_meanings_review
live_en_gb,live,live,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.54,exact,BNC frequency=171; rank=585; band=high,agree,candidate_review,middle_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.75,8,aoa_and_uk,10.5,3,5,multiple_meanings_review|aoa_uk_difference_over_2_years
loaf_en_gb,loaf,loaf,en-GB,medium,medium,wordfreq,wordfreq,exact,wordfreq zipf=3.49,unmatched,,comparison_only,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,7.25,7,aoa_only,7.25,2,,multiple_meanings_review
log_en_gb,log,log,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=4.37,exact,BNC frequency=11; rank=6672; band=medium,disagree,candidate_review,middle_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,8.25,8,aoa_only,8.25,2,,multiple_meanings_review
long_en_gb,long,long,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.81,exact,BNC frequency=526; rank=167; band=high,agree,candidate_review,early_primary,aoa_only,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6,6,aoa_only,6,3,,multiple_meanings_review
look_en_gb,look,look,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.81,exact,BNC frequency=543; rank=165; band=high,agree,candidate_review,early_primary,aoa_and_uk,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged.,6.62,7,aoa_and_uk,8.25,2,5,multiple_meanings_review|aoa_uk_difference_over_2_years
looked_en_gb,looked,looked,en-GB,medium,high,wordfreq,wordfreq,exact,wordfreq zipf=5.11,exact,BNC frequency=352; rank=251; band=high,agree,candidate_review,early_primary,manual_uk_curriculum_fill,frequency_and_age_ready_with_review_flags,wordfreq primary; BNC retained as fallback/comparison evidence. Audit recommendation only; do not update active canonical_words.csv until reviewed. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Age recommendation audit: median AoA plus UK curriculum estimate where available; active canonical_words.csv age_band unchanged. Manual missing-age fill applied from Katie Sanderson missing age evidence UK curriculum fill; active canonical_words.csv age_band unchanged.,5,5,manual_uk_curriculum_fill,,0,5,manual_uk_curriculum_age_fill|source_band:age_5_6
