word_key,match_type,matched_forms,selection_reason,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,pronunciation_fields_changed,grapheme_irregularity_fields_changed
eye_en_gb,exact,eye,Exact MorphoLex row used.,,eye: root:eye,,"MorphoLex-en exact evidence: [eye; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(eye)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
face_en_gb,exact,face,Exact MorphoLex row used.,,face: root:face,,"MorphoLex-en exact evidence: [face; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(face)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
facial_en_gb,exact,facial,Exact MorphoLex row used.,,facial: root:face + suffix:al,,"MorphoLex-en exact evidence: [facial; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(face)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
factual_en_gb,exact,factual,Exact MorphoLex row used.,,factual: root:fact + suffix:al,,"MorphoLex-en exact evidence: [factual; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fact)}>al>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fair_en_gb,exact,fair,Exact MorphoLex row used.,,fair: root:fair,,"MorphoLex-en exact evidence: [fair; POS=JJ|NN; Nmorph=1; PRS=0,1,0; segmentation={(fair)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
family_en_gb,exact,family,Exact MorphoLex row used.,,family: root:family,,"MorphoLex-en exact evidence: [family; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(family)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
famous_en_gb,exact,famous,Exact MorphoLex row used.,,famous: root:fame + suffix:ious,,"MorphoLex-en exact evidence: [famous; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fame)}>ious>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fan_en_gb,exact,fan,Exact MorphoLex row used.,,fan: root:fan,,"MorphoLex-en exact evidence: [fan; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fan)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fast_en_gb,exact,fast,Exact MorphoLex row used.,,fast: root:fast,,"MorphoLex-en exact evidence: [fast; POS=RB|JJ; Nmorph=1; PRS=0,1,0; segmentation={(fast)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
faster_en_gb,exact,faster,Exact MorphoLex row used.,,faster: root:fast + suffix:er,,"MorphoLex-en exact evidence: [faster; POS=RB|JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(fast)}>er>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fastest_en_gb,exact,fastest,Exact MorphoLex row used.,,fastest: root:fast + suffix:est,,"MorphoLex-en exact evidence: [fastest; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(fast)}>est>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
favourite_en_gb,exact,favourite,Exact MorphoLex row used.,,favourite: root:favour + suffix:ite,,"MorphoLex-en exact evidence: [favourite; POS=NN|JJ; Nmorph=2; PRS=0,1,1; segmentation={(favour)}>ite>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
feet_en_gb,exact,feet,Exact MorphoLex row used.,,feet: root:feet,,"MorphoLex-en exact evidence: [feet; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(feet)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fern_en_gb,exact,fern,Exact MorphoLex row used.,,fern: root:fern,,"MorphoLex-en exact evidence: [fern; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fern)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fetch_en_gb,exact,fetch,Exact MorphoLex row used.,,fetch: root:fetch,,"MorphoLex-en exact evidence: [fetch; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(fetch)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
few_en_gb,exact,few,Exact MorphoLex row used.,,few: root:few,,"MorphoLex-en exact evidence: [few; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(few)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
field_en_gb,exact,field,Exact MorphoLex row used.,,field: root:field,,"MorphoLex-en exact evidence: [field; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(field)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fight_en_gb,exact,fight,Exact MorphoLex row used.,,fight: root:fight,,"MorphoLex-en exact evidence: [fight; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fight)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fin_en_gb,exact,fin,Exact MorphoLex row used.,,fin: root:fin,,"MorphoLex-en exact evidence: [fin; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fin)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
final_en_gb,exact,final,Exact MorphoLex row used.,,final: root:final,,"MorphoLex-en exact evidence: [final; POS=JJ; Nmorph=1; PRS=0,1,0; segmentation={(final)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
find_en_gb,exact,find,Exact MorphoLex row used.,,find: root:find,,"MorphoLex-en exact evidence: [find; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(find)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fish_en_gb,exact,fish,Exact MorphoLex row used.,,fish: root:fish,,"MorphoLex-en exact evidence: [fish; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fish)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fit_en_gb,exact,fit,Exact MorphoLex row used.,,fit: root:fit,,"MorphoLex-en exact evidence: [fit; POS=VB|NN|JJ; Nmorph=1; PRS=0,1,0; segmentation={(fit)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fixes_en_gb,exact,fixes,Exact MorphoLex row used.,,fixes: root:fix,,"MorphoLex-en exact evidence: [fixes; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fix)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fizz_en_gb,exact,fizz,Exact MorphoLex row used.,,fizz: root:fizz,,"MorphoLex-en exact evidence: [fizz; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fizz)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
flag_en_gb,exact,flag,Exact MorphoLex row used.,,flag: root:flag,,"MorphoLex-en exact evidence: [flag; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flag)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
flew_en_gb,exact,flew,Exact MorphoLex row used.,,flew: root:flew,,"MorphoLex-en exact evidence: [flew; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(flew)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
float_en_gb,exact,float,Exact MorphoLex row used.,,float: root:float,,"MorphoLex-en exact evidence: [float; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(float)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
flour_en_gb,exact,flour,Exact MorphoLex row used.,,flour: root:flour,,"MorphoLex-en exact evidence: [flour; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flour)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
flower_en_gb,exact,flower,Exact MorphoLex row used.,,flower: root:flower,,"MorphoLex-en exact evidence: [flower; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(flower)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fly_en_gb,exact,fly,Exact MorphoLex row used.,,fly: root:fly,,"MorphoLex-en exact evidence: [fly; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fly)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fog_en_gb,exact,fog,Exact MorphoLex row used.,,fog: root:fog,,"MorphoLex-en exact evidence: [fog; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(fog)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
food_en_gb,exact,food,Exact MorphoLex row used.,,food: root:food,,"MorphoLex-en exact evidence: [food; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(food)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
foot_en_gb,exact,foot,Exact MorphoLex row used.,,foot: root:foot,,"MorphoLex-en exact evidence: [foot; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(foot)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
football_en_gb,exact,football,Exact MorphoLex row used.,,football: root:foot + root:ball,,"MorphoLex-en exact evidence: [football; POS=NN; Nmorph=2; PRS=0,2,0; segmentation={(foot)}{(ball)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
for_en_gb,exact,for,Exact MorphoLex row used.,,for: root:for,,"MorphoLex-en exact evidence: [for; POS=minor; Nmorph=1; PRS=0,1,0; segmentation={(for)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fork_en_gb,exact,fork,Exact MorphoLex row used.,,fork: root:fork,,"MorphoLex-en exact evidence: [fork; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fork)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
form_en_gb,exact,form,Exact MorphoLex row used.,,form: root:form,,"MorphoLex-en exact evidence: [form; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(form)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
inform_en_gb,exact,inform,Exact MorphoLex row used.,,inform: root:inform,,"MorphoLex-en exact evidence: [inform; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(inform)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
found_en_gb,exact,found,Exact MorphoLex row used.,,found: root:found,,"MorphoLex-en exact evidence: [found; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(found)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
four_en_gb,exact,four,Exact MorphoLex row used.,,four: root:four,,"MorphoLex-en exact evidence: [four; POS=minor|NN; Nmorph=1; PRS=0,1,0; segmentation={(four)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
friend_en_gb,exact,friend,Exact MorphoLex row used.,,friend: root:friend,,"MorphoLex-en exact evidence: [friend; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(friend)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
frog_en_gb,exact,frog,Exact MorphoLex row used.,,frog: root:frog,,"MorphoLex-en exact evidence: [frog; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(frog)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fruit_en_gb,exact,fruit,Exact MorphoLex row used.,,fruit: root:fruit,,"MorphoLex-en exact evidence: [fruit; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fruit)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fudge_en_gb,exact,fudge,Exact MorphoLex row used.,,fudge: root:fudge,,"MorphoLex-en exact evidence: [fudge; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(fudge)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
full_en_gb,exact,full,Exact MorphoLex row used.,,full: root:full,,"MorphoLex-en exact evidence: [full; POS=JJ|RB; Nmorph=1; PRS=0,1,0; segmentation={(full)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
funny_en_gb,exact,funny,Exact MorphoLex row used.,,funny: root:fun + suffix:y,,"MorphoLex-en exact evidence: [funny; POS=JJ; Nmorph=2; PRS=0,1,1; segmentation={(fun)}>y>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
funnier_en_gb,exact,funnier,Exact MorphoLex row used.,,funnier: root:fun + suffix:y + suffix:er,,"MorphoLex-en exact evidence: [funnier; POS=JJ; Nmorph=3; PRS=0,1,2; segmentation={(fun)}>y>>er>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
funniest_en_gb,exact,funniest,Exact MorphoLex row used.,funny + est,funniest: root:fun + suffix:y + suffix:est,Change final consonant + y to i before -est: funny -> funniest.,"Change final consonant + y to i before -est: funny -> funniest. | MorphoLex-en exact evidence: [funniest; POS=JJ; Nmorph=3; PRS=0,1,2; segmentation={(fun)}>y>>est>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
future_en_gb,exact,future,Exact MorphoLex row used.,,future: root:future,,"MorphoLex-en exact evidence: [future; POS=NN|JJ; Nmorph=1; PRS=0,1,0; segmentation={(future)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
fuzz_en_gb,exact,fuzz,Exact MorphoLex row used.,,fuzz: root:fuzz,,"MorphoLex-en exact evidence: [fuzz; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(fuzz)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
game_en_gb,exact,game,Exact MorphoLex row used.,,game: root:game,,"MorphoLex-en exact evidence: [game; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(game)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
garden_en_gb,exact,garden,Exact MorphoLex row used.,,garden: root:garden,,"MorphoLex-en exact evidence: [garden; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(garden)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
gem_en_gb,exact,gem,Exact MorphoLex row used.,,gem: root:gem,,"MorphoLex-en exact evidence: [gem; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(gem)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
geography_en_gb,exact,geography,Exact MorphoLex row used.,,geography: root:geo + root:graph + suffix:y,,"MorphoLex-en exact evidence: [geography; POS=NN; Nmorph=3; PRS=0,2,1; segmentation={(geo)(graph)>y>}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
giant_en_gb,exact,giant,Exact MorphoLex row used.,,giant: root:giant,,"MorphoLex-en exact evidence: [giant; POS=NN|JJ; Nmorph=1; PRS=0,1,0; segmentation={(giant)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
giggle_en_gb,exact,giggle,Exact MorphoLex row used.,,giggle: root:giggle,,"MorphoLex-en exact evidence: [giggle; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(giggle)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
giraffe_en_gb,exact,giraffe,Exact MorphoLex row used.,,giraffe: root:giraffe,,"MorphoLex-en exact evidence: [giraffe; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(giraffe)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
girl_en_gb,exact,girl,Exact MorphoLex row used.,,girl: root:girl,,"MorphoLex-en exact evidence: [girl; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(girl)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
give_en_gb,exact,give,Exact MorphoLex row used.,,give: root:give,,"MorphoLex-en exact evidence: [give; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(give)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
glass_en_gb,exact,glass,Exact MorphoLex row used.,,glass: root:glass,,"MorphoLex-en exact evidence: [glass; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(glass)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
glue_en_gb,exact,glue,Exact MorphoLex row used.,,glue: root:glue,,"MorphoLex-en exact evidence: [glue; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(glue)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
gnat_en_gb,exact,gnat,Exact MorphoLex row used.,,gnat: root:gnat,,"MorphoLex-en exact evidence: [gnat; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(gnat)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
gnaw_en_gb,exact,gnaw,Exact MorphoLex row used.,,gnaw: root:gnaw,,"MorphoLex-en exact evidence: [gnaw; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(gnaw)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
gnome_en_gb,exact,gnome,Exact MorphoLex row used.,,gnome: root:gnome,,"MorphoLex-en exact evidence: [gnome; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(gnome)}] Selection note: Exact MorphoLex row used.",CMU Pronouncing Dictionary,MorphoLex-en,low,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
go_en_gb,exact,go,Exact MorphoLex row used.,,go: root:go,,"MorphoLex-en exact evidence: [go; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(go)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
goat_en_gb,exact,goat,Exact MorphoLex row used.,,goat: root:goat,,"MorphoLex-en exact evidence: [goat; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(goat)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
goes_en_gb,exact,goes,Exact MorphoLex row used.,,goes: root:go,,"MorphoLex-en exact evidence: [goes; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(go)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
good_en_gb,exact,good,Exact MorphoLex row used.,,good: root:good,,"MorphoLex-en exact evidence: [good; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(good)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
government_en_gb,exact,government,Exact MorphoLex row used.,,government: root:govern + suffix:ment,,"MorphoLex-en exact evidence: [government; POS=NN; Nmorph=2; PRS=0,1,1; segmentation={(govern)}>ment>] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
grab_en_gb,exact,grab,Exact MorphoLex row used.,,grab: root:grab,,"MorphoLex-en exact evidence: [grab; POS=VB|NN; Nmorph=1; PRS=0,1,0; segmentation={(grab)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
grabbed_en_gb,exact,grabbed,Exact MorphoLex row used.,,grabbed: root:grab,,"MorphoLex-en exact evidence: [grabbed; POS=VB; Nmorph=1; PRS=0,1,0; segmentation={(grab)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
grammar_en_gb,exact,grammar,Exact MorphoLex row used.,,grammar: root:grammar,,"MorphoLex-en exact evidence: [grammar; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(grammar)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
graph_en_gb,exact,graph,Exact MorphoLex row used.,,graph: root:graph,,"MorphoLex-en exact evidence: [graph; POS=NN; Nmorph=1; PRS=0,1,0; segmentation={(graph)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
graphic_en_gb,exact,graphic,Exact MorphoLex row used.,,graphic: root:graph + suffix:ic,,"MorphoLex-en exact evidence: [graphic; POS=JJ|NN; Nmorph=2; PRS=0,1,1; segmentation={(graph)>ic>}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
grass_en_gb,exact,grass,Exact MorphoLex row used.,,grass: root:grass,,"MorphoLex-en exact evidence: [grass; POS=NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(grass)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
great_en_gb,exact,great,Exact MorphoLex row used.,,great: root:great,,"MorphoLex-en exact evidence: [great; POS=JJ|NN|RB; Nmorph=1; PRS=0,1,0; segmentation={(great)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
green_en_gb,exact,green,Exact MorphoLex row used.,,green: root:green,,"MorphoLex-en exact evidence: [green; POS=JJ|NN|VB; Nmorph=1; PRS=0,1,0; segmentation={(green)}] Selection note: Exact MorphoLex row used.",open-dict-data ipa-dict en_UK,MorphoLex-en,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE,FALSE
