row_number,word_key,field,removed_value,reason
194,dish_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
194,dish_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
194,dish_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
194,dish_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
195,dislike_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
196,division_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
197,do_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
198,doctor_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
199,doe_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
200,does_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
201,dog_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
201,dog_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
201,dog_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
201,dog_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
202,dogs_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
203,dollar_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
204,don_t_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
205,donkey_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
206,doubt_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
207,down_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
208,draw_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
209,dress_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
210,duck_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
211,early_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
212,earth_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
213,echo_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
214,edge_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
215,education_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
216,eight_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
217,electric_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
218,electricity_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
219,electrician_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
220,eleven_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
221,ended_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
222,enjoy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
223,enjoyable_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
224,enjoyment_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
225,enough_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
226,erase_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
227,escape_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
228,essential_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
229,even_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
230,every_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
231,example_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
232,exhaustion_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
233,extension_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
234,extreme_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
235,eye_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
236,face_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
237,facial_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
238,factual_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
239,fair_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
240,family_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
241,famous_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
242,fan_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
242,fan_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
242,fan_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
242,fan_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
243,fast_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
244,faster_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
245,fastest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
246,favourite_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
247,feet_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
248,fern_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
249,fetch_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
250,few_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
251,field_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
252,fight_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
253,fin_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
253,fin_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
253,fin_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
253,fin_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
254,final_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
255,find_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
256,fish_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
256,fish_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
256,fish_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
256,fish_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
257,fit_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
257,fit_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
257,fit_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
257,fit_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
258,fixes_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
259,fizz_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
260,flag_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
261,flew_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
262,float_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
262,float_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
262,float_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
262,float_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
263,flour_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
264,flower_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
265,fly_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
266,fog_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
267,food_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
268,foot_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
269,football_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
270,for_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
271,fork_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
272,form_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
273,inform_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
274,found_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
275,four_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
276,friend_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
277,frog_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
278,fruit_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
279,fudge_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
280,full_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
281,funny_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
282,funnier_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
283,funniest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
284,future_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
285,fuzz_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
286,game_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
286,game_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
286,game_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
286,game_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
287,garden_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
288,gem_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
289,geography_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
290,giant_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
291,giggle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
292,giraffe_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
293,girl_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
294,give_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
295,glass_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
296,glue_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
297,gnat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
298,gnaw_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
299,gnome_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
300,go_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
301,goat_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
301,goat_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
301,goat_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
301,goat_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
302,goes_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
303,good_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
304,government_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
305,grab_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
306,grabbed_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
307,grammar_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
308,graph_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
309,graphic_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
310,grass_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
311,great_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
312,green_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
313,grey_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
314,group_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
315,grow_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
316,grown_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
317,gym_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
318,half_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
319,hand_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
320,handle_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
321,happiness_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
322,happy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
323,happier_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
324,hard_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
325,has_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
326,have_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
327,he_d_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
328,he_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
329,heal_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
330,health_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
331,hear_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
332,heir_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
333,help_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
334,helpful_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
335,hen_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
335,hen_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
335,hen_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
335,hen_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
336,her_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
337,hill_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
338,his_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
339,history_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
340,home_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
341,honest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
342,honey_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
343,honour_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
344,hop_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
345,hopped_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
346,hope_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
347,hoped_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
348,hoping_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
349,hopeful_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
350,hopeless_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
351,horse_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
352,hottest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
353,hotter_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
354,hot_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
355,hour_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
356,house_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
357,huge_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
358,human_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
359,hurt_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
360,i_d_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
361,i_m_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
362,i_ve_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
363,ice_cream_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
364,illegal_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
365,impossible_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
366,incorrect_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
367,information_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
368,initial_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
369,interact_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
370,interesting_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
371,invention_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
372,irregular_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
373,is_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
374,isn_t_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
375,it_s_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
376,its_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
377,jam_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
378,jazz_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
379,jet_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
380,jog_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
381,joke_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
382,joy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
383,juice_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
384,jump_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
385,jumped_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
386,jumping_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
387,jumps_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
388,junk_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
389,kept_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
390,key_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
391,kicked_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
392,kind_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
393,kindness_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
394,king_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
395,kiss_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
396,kit_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
397,kite_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
398,knee_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
399,knife_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
400,knives_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
401,knock_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
402,know_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
403,lamb_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
404,large_larger_largest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
405,larger_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
406,largest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
407,latest_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
408,late_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
408,late_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
408,late_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
408,late_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
409,later_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
410,laugh_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
411,laughed_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
412,lazy_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
413,leaf_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
414,learn_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
415,leaves_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
416,leg_en_gb,has_schwa,FALSE,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
416,leg_en_gb,syllables,1,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
416,leg_en_gb,phoneme_hint,manual,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
416,leg_en_gb,stress_pattern,single,Unsafe placeholder cleared pending lexicon-derived pronunciation metadata intake.
