word_key,selected_source,selection_reason,before_syllables,after_syllables,before_phoneme_hint,after_phoneme_hint,before_stress_pattern,after_stress_pattern,before_has_schwa,after_has_schwa,before_grapheme_notes,after_grapheme_notes,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_irregularity_notes,after_irregularity_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,morphology_changed
early_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɜːli/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
earth_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈɜːθ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
echo_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɛkəʊ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
edge_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈɛdʒ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
education_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,4,,/ˌɛdʒuːkˈeɪʃən/,,secondary-unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
eight_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈeɪt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
electric_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɪlˈɛktɹɪk/,,unstressed-primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
electricity_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,5,,/ɪlɛktɹˈɪsɪtˌi/,,unstressed-unstressed-primary-unstressed-secondary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
electrician_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,4,,/ɪlɪktɹˈɪʃən/,,unstressed-unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
eleven_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɪlˈɛvən/,,unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
ended_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɛndɪd/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
enjoy_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɛndʒˈɔɪ/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
enjoyable_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɛndʒˈɔɪəbəl/,,unstressed-primary-unstressed,,TRUE,,,,,,,suffix able/ible,suffix able/ible,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
enjoyment_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɛndʒˈɔɪmənt/,,unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
enough_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɪnˈʌf/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
erase_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɪɹˈeɪz/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
escape_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɛskˈeɪp/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
essential_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɪsˈɛnʃəl/,,unstressed-primary-unstressed,,TRUE,,,,,,,final tial,final tial,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
even_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈiːvən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
every_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɛvɹi/,,primary-unstressed,,FALSE,,,,,,,medial weak vowel,medial weak vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
example_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɛɡzˈɑːmpəl/,,unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
exhaustion_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɛɡzˈɔːstʃən/,,unstressed-primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
extension_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɛkstˈɛnʃən/,,unstressed-primary-unstressed,,TRUE,,,,,,,final sion,final sion,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
extreme_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɛkstɹˈiːm/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
eye_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈaɪ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
face_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈeɪs/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
facial_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈeɪʃəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
factual_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈæktʃuːəl/,,primary-unstressed,,TRUE,,,,,,,natural/actual weak vowel,natural/actual weak vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fair_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈeə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
family_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/fˈæmɪli/,,primary-unstressed-unstressed,,FALSE,,,,,,,medial weak vowel,medial weak vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
famous_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈeɪməs/,,primary-unstressed,,TRUE,,,,,,,suffix ous,suffix ous,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fan_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈæn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fast_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɑːst/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
faster_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈɑːstɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
fastest_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈɑːstəst/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
favourite_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈeɪvɹɪt/,,primary-unstressed,,FALSE,,,,,,,longer high-frequency tricky word,longer high-frequency tricky word,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
feet_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈiːt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fern_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɜːn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fetch_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɛtʃ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
few_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fjˈuː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
field_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈiːld/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fight_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈaɪt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fin_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɪn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
final_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈaɪnəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
find_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈaɪnd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fish_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɪʃ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fit_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɪt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fixes_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈɪksɪz/,,primary-unstressed,,FALSE,,,,,,,present tense es,present tense es,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fizz_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɪz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
flag_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/flˈæɡ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
flew_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/flˈuː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
float_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/flˈəʊt/,,primary,,TRUE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
flour_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/flˈaʊə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
flower_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,F L AW1 ER0,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
fly_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/flˈaɪ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fog_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɒɡ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
food_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈuːd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
foot_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈʊt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
football_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈʊtbɔːl/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
for_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɔː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fork_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɔːk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
form_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɔːm/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
inform_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɪnfˈɔːm/,,unstressed-primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
found_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈaʊnd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
four_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈɔː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
friend_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fɹˈɛnd/,,primary,,FALSE,,,,,,,common high-frequency tricky word,common high-frequency tricky word,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
frog_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fɹˈɒɡ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fruit_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fɹˈuːt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fudge_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈʌdʒ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
full_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈʊl/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
funny_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈʌni/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
funnier_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈʌnɪɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
funniest_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fˈʌnɪəst/,,primary-unstressed,,TRUE,,,funny + est,funny + est,Change final consonant + y to i before -est: funny -> funniest.,Change final consonant + y to i before -est: funny -> funniest.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
future_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/fjˈuːtʃɐ/,,primary-unstressed,,TRUE,,,,,,,final ture,final ture,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
fuzz_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/fˈʌz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
game_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈeɪm/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
garden_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɡˈɑːdən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
gem_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/dʒˈɛm/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
geography_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,4,,/dʒɪˈɒɡɹəfi/,,unstressed-primary-unstressed-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
giant_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/dʒˈaɪənt/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
giggle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɡˈɪɡəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
giraffe_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/dʒɪɹˈɑːf/,,unstressed-primary,,FALSE,,,,,,,soft g before i,soft g before i,Common misspellings seed v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
girl_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈɜːl/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
give_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈɪv/,,primary,,FALSE,,,,,,,final ve,final ve,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
glass_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡlˈɑːs/,,primary,,FALSE,,,,,,,final ss after short vowel,final ss after short vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
glue_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡlˈuː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
gnat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈæt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
gnaw_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/nˈɔː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
gnome_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,N OW1 M,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
go_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈəʊ/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
goat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈəʊt/,,primary,,TRUE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
goes_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈəʊz/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
good_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡˈʊd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
government_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɡˈʌvənmənt/,,primary-unstressed-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
grab_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈæb/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
grabbed_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈæbd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
grammar_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɡɹˈæmɐ/,,primary-unstressed,,TRUE,,,,,,,final unstressed ar,final unstressed ar,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
graph_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈæf/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
