"case_id","family","source_text","focus_surface","start_utf16","end_utf16","classification","intended_alternative","supported_construction_status","ambiguity_or_exclusion_reason","confidence","rationale"
"g2-to-too-two-0028","TO_TOO_TWO","In the kitchen, a timer clicked twice. Zoe wants a copy too. The detail mattered to the whole story.","too","56","59","","","","","",""
"g2-to-too-two-0198","TO_TOO_TWO","The science group compared yesterday's notes. Zoe wants a sandwich two. The class discussed why context mattered.","two","67","70","","","","","",""
"g2-to-too-two-0179","TO_TOO_TWO","A small crowd waited near the noticeboard. The sandwiches is to patient for this task. A later paragraph changed the subject.","to","61","63","","","","","",""
"g2-to-too-two-0195","TO_TOO_TWO","Nia has to pencils in the cupboard. The class discussed why context mattered.","to","8","10","","","","","",""
"g2-to-too-two-0079","TO_TOO_TWO","A small crowd waited near the noticeboard. The lantern is too patient for this task. The next page contained a different example.","too","58","61","","","","","",""
"g2-to-too-two-0359","TO_TOO_TWO","A small crowd waited near the noticeboard. The partial line “running too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","too","69","72","","","","","",""
"g2-to-too-two-0088","TO_TOO_TWO","In the kitchen, a timer clicked twice. Omar wants a blanket too. Everyone understood the surrounding scene.","too","60","63","","","","","",""
"g2-to-too-two-0206","TO_TOO_TWO","The note arrived on a windy Tuesday. Omar walked two the garden after lunch. The notebook also contained two unrelated spelling slips.","two","49","52","","","","","",""
"g2-to-too-two-0341","TO_TOO_TWO","At sunrise, the class checked its plan. The partial line “running too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","too","66","69","","","","","",""
"g2-to-too-two-0067","TO_TOO_TWO","Before rehearsal, the group counted slowly. Esme wants to eat before tea. The next page contained a different example.","to","55","57","","","","","",""
"g2-to-too-two-0009","TO_TOO_TWO","The youngest pupil reread the instructions. The sandwiches is too nervous for this task. Nobody changed the original wording.","too","62","65","","","","","",""
"g2-to-too-two-0133","TO_TOO_TWO","A robin landed beside the chalk line. Esme wants a badge too. No answer choices were visible.","too","57","60","","","","","",""
"g2-to-too-two-0271","TO_TOO_TWO","After the long journey, nobody hurried. Ari walked too the library after lunch. The teacher preserved the learner's original phrasing.","too","51","54","","","","","",""
"g2-to-too-two-0041","TO_TOO_TWO","At sunrise, the class checked its plan. Esme walked to the school after lunch. A partner checked the line once more.","to","52","54","","","","","",""
"g2-to-too-two-0132","TO_TOO_TWO","The caretaker unlocked the side entrance. Zoe wants to help before tea. No answer choices were visible.","to","52","54","","","","","",""
"g2-to-too-two-0319","TO_TOO_TWO","📝 A small crowd waited near the noticeboard. Maybe to ... because the next page is missing. The surrounding paragraph remained available for review.","to","52","54","","","","","",""
"g2-to-too-two-0015","TO_TOO_TWO","Once the music ended, the hall became still. Esme has Two coats in the cupboard. Nobody changed the original wording.","Two","54","57","","","","","",""
"g2-to-too-two-0048","TO_TOO_TWO","In the kitchen, a timer clicked twice. Omar wants a ticket too. A partner checked the line once more.","too","59","62","","","","","",""
"g2-to-too-two-0368","TO_TOO_TWO","In the kitchen, a timer clicked twice. Maya wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","78","81","","","","","",""
"g2-to-too-two-0204","TO_TOO_TWO","During art club, the tables stayed busy. The shells is Two friendly for this task. The notebook also contained two unrelated spelling slips.","Two","55","58","","","","","",""
"g2-to-too-two-0164","TO_TOO_TWO","During art club, the tables stayed busy. The lantern is two kind for this task. A later paragraph changed the subject.","two","56","59","","","","","",""
"g2-to-too-two-0081","TO_TOO_TWO","At sunrise, the class checked its plan. Omar walked to the garden after lunch. Everyone understood the surrounding scene.","to","52","54","","","","","",""
"g2-to-too-two-0171","TO_TOO_TWO","After the long journey, nobody hurried. Maya walked too the harbour after lunch. A later paragraph changed the subject.","too","52","55","","","","","",""
"g2-to-too-two-0285","TO_TOO_TWO","A bell sounded across the empty yard. Sam has to helmets in the cupboard. A second reader interpreted the passage independently.","to","46","48","","","","","",""
"g2-to-too-two-0296","TO_TOO_TWO","A margin note mentioned “two” as a word form. The coach placed a clipboard on the bench. Esme walked two the harbour after lunch. A second reader interpreted the passage independently.","two","101","104","","","","","",""
"g2-to-too-two-0213","TO_TOO_TWO","A robin landed beside the chalk line. Ruby wants a sandwich to. The notebook also contained two unrelated spelling slips.","to","60","62","","","","","",""
"g2-to-too-two-0029","TO_TOO_TWO","📝 The youngest pupil reread the instructions. The helmets is Too silent for this task. The detail mattered to the whole story.","Too","62","65","","","","","",""
"g2-to-too-two-0016","TO_TOO_TWO","The coach placed a clipboard on the bench. Ari walked to the museum after lunch. Nobody changed the original wording.","to","54","56","","","","","",""
"g2-to-too-two-0109","TO_TOO_TWO","The youngest pupil reread the instructions. The tickets is too delighted for this task. The writer left the punctuation exactly as shown.","too","59","62","","","","","",""
"g2-to-too-two-0159","TO_TOO_TWO","A small crowd waited near the noticeboard. The shells is to enormous for this task. The sentence stood on its own in the draft.","to","57","59","","","","","",""
"g2-to-too-two-0093","TO_TOO_TWO","A robin landed beside the chalk line. Esme wants a copy too. Everyone understood the surrounding scene.","too","56","59","","","","","",""
"g2-to-too-two-0378","TO_TOO_TWO","The science group compared yesterday's notes. Esme wrote quickly the lights went out Two the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","Two","85","88","","","","","",""
"g2-to-too-two-0294","TO_TOO_TWO","The morning began with an unexpected puzzle. The rucksack is two fast for this task. A second reader interpreted the passage independently.","two","61","64","","","","","",""
"g2-to-too-two-0297","TO_TOO_TWO","Just before dusk, the clouds turned orange. Ari wants too run before tea. A second reader interpreted the passage independently.","too","54","57","","","","","",""
"g2-to-too-two-0344","TO_TOO_TWO","During art club, the tables stayed busy. The partial line “running too” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","too","67","70","","","","","",""
"g2-to-too-two-0013","TO_TOO_TWO","Leo wants a ticket too. Nobody changed the original wording.","too","19","22","","","","","",""
"g2-to-too-two-0220","TO_TOO_TWO","The final clue appeared beneath a blue card. Ruby has too toys in the cupboard. The notebook also contained two unrelated spelling slips.","too","54","57","","","","","",""
"g2-to-too-two-0320","TO_TOO_TWO","The final clue appeared beneath a blue card. Maybe too ... because the next page is missing. The surrounding paragraph remained available for review.","too","51","54","","","","","",""
"g2-to-too-two-0315","TO_TOO_TWO","Once the music ended, the hall became still. Maybe Two ... because the next page is missing. The surrounding paragraph remained available for review.","Two","51","54","","","","","",""
"g2-to-too-two-0030","TO_TOO_TWO","By the window, three plants leaned toward the light. Sam has two cats in the cupboard. The detail mattered to the whole story.","two","61","64","","","","","",""
"g2-to-too-two-0144","TO_TOO_TWO","During art club, the tables stayed busy. The hamster is too cold for this task. The sentence stood on its own in the draft.","too","56","59","","","","","",""
"g2-to-too-two-0237","TO_TOO_TWO","Just before dusk, the clouds turned orange. Esme wants too eat before tea. Weather and whether were discussed as an unrelated near-homophone pair.","too","55","58","","","","","",""
"g2-to-too-two-0042","TO_TOO_TWO","After lunch, everyone returned quietly. Ari wants to run before tea. A partner checked the line once more.","to","50","52","","","","","",""
"g2-to-too-two-0062","TO_TOO_TWO","After lunch, everyone returned quietly. Omar wants to see before tea. The next page contained a different example.","to","51","53","","","","","",""
"g2-to-too-two-0122","TO_TOO_TWO","After lunch, everyone returned quietly. Sam wants to walk before tea. No answer choices were visible.","to","50","52","","","","","",""
"g2-to-too-two-0106","TO_TOO_TWO","The note arrived on a windy Tuesday. Zoe walked To the house after lunch. The writer left the punctuation exactly as shown.","To","48","50","","","","","",""
"g2-to-too-two-0027","TO_TOO_TWO","Before rehearsal, the group counted slowly. Maya wants to read before tea. The detail mattered to the whole story.","to","55","57","","","","","",""
"g2-to-too-two-0212","TO_TOO_TWO","The caretaker unlocked the side entrance. Ari wants two run before tea. The notebook also contained two unrelated spelling slips.","two","52","55","","","","","",""
"g2-to-too-two-0147","TO_TOO_TWO","Before rehearsal, the group counted slowly. Omar wants to see before tea. The sentence stood on its own in the draft.","to","55","57","","","","","",""
"g2-to-too-two-0113","TO_TOO_TWO","A robin landed beside the chalk line. Zoe wants a ticket Too. The writer left the punctuation exactly as shown.","Too","57","60","","","","","",""
"g2-to-too-two-0342","TO_TOO_TWO","After lunch, everyone returned quietly. The partial line “running two” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","two","66","69","","","","","",""
"g2-to-too-two-0101","TO_TOO_TWO","At sunrise, the class checked its plan. Ari walked to the harbour after lunch. The writer left the punctuation exactly as shown.","to","51","53","","","","","",""
"g2-to-too-two-0324","TO_TOO_TWO","During art club, the tables stayed busy. Maya copied “two” onto a vocabulary card. The short line came from an imperfect first draft.","two","54","57","","","","","",""
"g2-to-too-two-0045","TO_TOO_TWO","A bell sounded across the empty yard. Noah has two bags in the cupboard. A partner checked the line once more.","two","47","50","","","","","",""
"g2-to-too-two-0280","TO_TOO_TWO","The final clue appeared beneath a blue card. Nia has too helmets in the cupboard. The teacher preserved the learner's original phrasing.","too","53","56","","","","","",""
"g2-to-too-two-0365","TO_TOO_TWO","A bell sounded across the empty yard. Ruby wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","77","80","","","","","",""
"g2-to-too-two-0192","TO_TOO_TWO","The caretaker unlocked the side entrance. Omar wants two see before tea. The class discussed why context mattered.","two","53","56","","","","","",""
"g2-to-too-two-0239","TO_TOO_TWO","A small crowd waited near the noticeboard. The tickets is To curious for this task. Weather and whether were discussed as an unrelated near-homophone pair.","To","58","60","","","","","",""
"g2-to-too-two-0056","TO_TOO_TWO","The coach placed a clipboard on the bench. Sam walked to the school after lunch. A partner checked the line once more.","to","54","56","","","","","",""
"g2-to-too-two-0259","TO_TOO_TWO","A margin note mentioned “to” as a word form. A small crowd waited near the noticeboard. The bicycles is to enormous for this task. The author was describing a real event.","to","104","106","","","","","",""
"g2-to-too-two-0006","TO_TOO_TWO","The note arrived on a windy Tuesday. Leo walked to the library after lunch. Nobody changed the original wording.","to","48","50","","","","","",""
"g2-to-too-two-0181","TO_TOO_TWO","At sunrise, the class checked its plan. Sam walked too the school after lunch. The class discussed why context mattered.","too","51","54","","","","","",""
"g2-to-too-two-0223","TO_TOO_TWO","The rain stopped before the gate opened. Maya wants a copy to. Weather and whether were discussed as an unrelated near-homophone pair.","to","59","61","","","","","",""
"g2-to-too-two-0137","TO_TOO_TWO","Just before dusk, the clouds turned orange. Noah wants to finish before tea. No answer choices were visible.","to","55","57","","","","","",""
"g2-to-too-two-0216","TO_TOO_TWO","The coach placed a clipboard on the bench. Maya walked two the house after lunch. The notebook also contained two unrelated spelling slips.","two","55","58","","","","","",""
"g2-to-too-two-0228","TO_TOO_TWO","In the kitchen, a timer clicked twice. Leo wants a ticket two. Weather and whether were discussed as an unrelated near-homophone pair.","two","58","61","","","","","",""
"g2-to-too-two-0217","TO_TOO_TWO","Just before dusk, the clouds turned orange. Iris wants too learn before tea. The notebook also contained two unrelated spelling slips.","too","55","58","","","","","",""
"g2-to-too-two-0380","TO_TOO_TWO","The final clue appeared beneath a blue card. Leo wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","83","86","","","","","",""
"g2-to-too-two-0305","TO_TOO_TWO","A bell sounded across the empty yard. Maybe too ... because the next page is missing. The surrounding paragraph remained available for review.","too","44","47","","","","","",""
"g2-to-too-two-0128","TO_TOO_TWO","In the kitchen, a timer clicked twice. Ruby wants a ticket too. No answer choices were visible.","too","59","62","","","","","",""
"g2-to-too-two-0348","TO_TOO_TWO","📝 In the kitchen, a timer clicked twice. The partial line “running two” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","two","68","71","","","","","",""
"g2-to-too-two-0107","TO_TOO_TWO","Before rehearsal, the group counted slowly. Omar wants to see before tea. The writer left the punctuation exactly as shown.","to","55","57","","","","","",""
"g2-to-too-two-0038","TO_TOO_TWO","The science group compared yesterday's notes. Luca wants a blanket too. The detail mattered to the whole story.","too","67","70","","","","","",""
"g2-to-too-two-0120","TO_TOO_TWO","The final clue appeared beneath a blue card. Ari has Two coats in the cupboard. The writer left the punctuation exactly as shown.","Two","53","56","","","","","",""
"g2-to-too-two-0097","TO_TOO_TWO","Just before dusk, the clouds turned orange. Luca wants to make before tea. Everyone understood the surrounding scene.","to","55","57","","","","","",""
"g2-to-too-two-0364","TO_TOO_TWO","Luca wrote quickly the lights went out To the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","To","39","41","","","","","",""
"g2-to-too-two-0189","TO_TOO_TWO","The youngest pupil reread the instructions. The project is to useful for this task. The class discussed why context mattered.","to","59","61","","","","","",""
"g2-to-too-two-0083","TO_TOO_TWO","The rain stopped before the gate opened. Luca wants a sandwich too. Everyone understood the surrounding scene.","too","63","66","","","","","",""
"g2-to-too-two-0339","TO_TOO_TWO","A small crowd waited near the noticeboard. Zoe copied “two” onto a vocabulary card. The short line came from an imperfect first draft.","two","55","58","","","","","",""
"g2-to-too-two-0386","TO_TOO_TWO","The note arrived on a windy Tuesday. In the unseen picture, the label beside the arrow might be too. The writer had not yet revised the response.","too","96","99","","","","","",""
"g2-to-too-two-0165","TO_TOO_TWO","A bell sounded across the empty yard. Zoe has to books in the cupboard. A later paragraph changed the subject.","to","46","48","","","","","",""
"g2-to-too-two-0160","TO_TOO_TWO","The final clue appeared beneath a blue card. Ari has too books in the cupboard. The sentence stood on its own in the draft.","too","53","56","","","","","",""
"g2-to-too-two-0238","TO_TOO_TWO","The science group compared yesterday's notes. Ari wants a turn two. Weather and whether were discussed as an unrelated near-homophone pair.","two","63","66","","","","","",""
"g2-to-too-two-0203","TO_TOO_TWO","📝 The rain stopped before the gate opened. Iris wants a blanket to. The notebook also contained two unrelated spelling slips.","to","65","67","","","","","",""
"g2-to-too-two-0024","TO_TOO_TWO","During art club, the tables stayed busy. The blanket is too heavy for this task. The detail mattered to the whole story.","too","56","59","","","","","",""
"g2-to-too-two-0158","TO_TOO_TWO","The science group compared yesterday's notes. Iris wants a copy two. The sentence stood on its own in the draft.","two","64","67","","","","","",""
"g2-to-too-two-0095","TO_TOO_TWO","Once the music ended, the hall became still. Ruby has two tickets in the cupboard. Everyone understood the surrounding scene.","two","54","57","","","","","",""
"g2-to-too-two-0173","TO_TOO_TWO","A robin landed beside the chalk line. Omar wants a turn to. A later paragraph changed the subject.","to","56","58","","","","","",""
"g2-to-too-two-0273","TO_TOO_TWO","Nia wants a copy to. The teacher preserved the learner's original phrasing.","to","17","19","","","","","",""
"g2-to-too-two-0395","TO_TOO_TWO","Once the music ended, the hall became still. In the unseen picture, the label beside the arrow might be too. The writer had not yet revised the response.","too","104","107","","","","","",""
"g2-to-too-two-0209","TO_TOO_TWO","The youngest pupil reread the instructions. The rucksack is to delighted for this task. The notebook also contained two unrelated spelling slips.","to","60","62","","","","","",""
"g2-to-too-two-0247","TO_TOO_TWO","Nia wants too play before tea. The author was describing a real event.","too","10","13","","","","","",""
"g2-to-too-two-0114","TO_TOO_TWO","The morning began with an unexpected puzzle. The helmets is too wrong for this task. The writer left the punctuation exactly as shown.","too","60","63","","","","","",""
"g2-to-too-two-0112","TO_TOO_TWO","The caretaker unlocked the side entrance. Maya wants to read before tea. The writer left the punctuation exactly as shown.","to","53","55","","","","","",""
"g2-to-too-two-0121","TO_TOO_TWO","At sunrise, the class checked its plan. Omar walked to the house after lunch. No answer choices were visible.","to","52","54","","","","","",""
"g2-to-too-two-0218","TO_TOO_TWO","The science group compared yesterday's notes. Esme wants a blanket Two. The notebook also contained two unrelated spelling slips.","Two","67","70","","","","","",""
"g2-to-too-two-0362","TO_TOO_TWO","After lunch, everyone returned quietly. Iris wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","79","82","","","","","",""
"g2-to-too-two-0334","TO_TOO_TWO","The morning began with an unexpected puzzle. Esme copied “to” onto a vocabulary card. The short line came from an imperfect first draft.","to","58","60","","","","","",""
"g2-to-too-two-0332","TO_TOO_TWO","The caretaker unlocked the side entrance. Ruby copied “too” onto a vocabulary card. The short line came from an imperfect first draft.","too","55","58","","","","","",""
"g2-to-too-two-0274","TO_TOO_TWO","The morning began with an unexpected puzzle. The project is Two ready for this task. The teacher preserved the learner's original phrasing.","Two","60","63","","","","","",""
"g2-to-too-two-0244","TO_TOO_TWO","During art club, the tables stayed busy. The shells is two wet for this task. The author was describing a real event.","two","55","58","","","","","",""
"g2-to-too-two-0092","TO_TOO_TWO","The caretaker unlocked the side entrance. Iris wants To learn before tea. Everyone understood the surrounding scene.","To","53","55","","","","","",""
"g2-to-too-two-0366","TO_TOO_TWO","The note arrived on a windy Tuesday. Omar wrote quickly the lights went out two the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","two","76","79","","","","","",""
"g2-to-too-two-0229","TO_TOO_TWO","The youngest pupil reread the instructions. The project is to brilliant for this task. Weather and whether were discussed as an unrelated near-homophone pair.","to","59","61","","","","","",""
"g2-to-too-two-0127","TO_TOO_TWO","Before rehearsal, the group counted slowly. Ari wants To run before tea. No answer choices were visible.","To","54","56","","","","","",""
"g2-to-too-two-0123","TO_TOO_TWO","The rain stopped before the gate opened. Luca wants a turn too. No answer choices were visible.","too","59","62","","","","","",""
"g2-to-too-two-0039","TO_TOO_TWO","The rucksack is too curious for this task. The detail mattered to the whole story.","too","16","19","","","","","",""
"g2-to-too-two-0295","TO_TOO_TWO","Once the music ended, the hall became still. Iris has To pencils in the cupboard. A second reader interpreted the passage independently.","To","54","56","","","","","",""
"g2-to-too-two-0138","TO_TOO_TWO","The science group compared yesterday's notes. Maya wants a blanket too. No answer choices were visible.","too","67","70","","","","","",""
"g2-to-too-two-0089","TO_TOO_TWO","The youngest pupil reread the instructions. The bicycles is too useful for this task. Everyone understood the surrounding scene.","too","60","63","","","","","",""
"g2-to-too-two-0072","TO_TOO_TWO","The caretaker unlocked the side entrance. Maya wants to read before tea. The next page contained a different example.","to","53","55","","","","","",""
"g2-to-too-two-0074","TO_TOO_TWO","A margin note mentioned “too” as a word form. The morning began with an unexpected puzzle. The shells is too ready for this task. The next page contained a different example.","too","105","108","","","","","",""
"g2-to-too-two-0215","TO_TOO_TWO","Once the music ended, the hall became still. Noah has to toys in the cupboard. The notebook also contained two unrelated spelling slips.","to","54","56","","","","","",""
"g2-to-too-two-0201","TO_TOO_TWO","At sunrise, the class checked its plan. Luca walked too the library after lunch. The notebook also contained two unrelated spelling slips.","too","52","55","","","","","",""
"g2-to-too-two-0017","TO_TOO_TWO","Just before dusk, the clouds turned orange. Ruby wants to find before tea. Nobody changed the original wording.","to","55","57","","","","","",""
"g2-to-too-two-0283","TO_TOO_TWO","The rain stopped before the gate opened. Zoe wants a blanket to. A second reader interpreted the passage independently.","to","61","63","","","","","",""
"g2-to-too-two-0084","TO_TOO_TWO","During art club, the tables stayed busy. The rucksack is too fast for this task. Everyone understood the surrounding scene.","too","57","60","","","","","",""
"g2-to-too-two-0002","TO_TOO_TWO","After lunch, everyone returned quietly. Zoe wants to help before tea. Nobody changed the original wording.","to","50","52","","","","","",""
"g2-to-too-two-0279","TO_TOO_TWO","A small crowd waited near the noticeboard. The tickets is to careful for this task. The teacher preserved the learner's original phrasing.","to","58","60","","","","","",""
"g2-to-too-two-0043","TO_TOO_TWO","The rain stopped before the gate opened. Ruby wants a copy Too. A partner checked the line once more.","Too","59","62","","","","","",""
"g2-to-too-two-0087","TO_TOO_TWO","📝 Before rehearsal, the group counted slowly. Zoe wants to help before tea. Everyone understood the surrounding scene.","to","57","59","","","","","",""
"g2-to-too-two-0266","TO_TOO_TWO","The note arrived on a windy Tuesday. Sam walked two the museum after lunch. The teacher preserved the learner's original phrasing.","two","48","51","","","","","",""
"g2-to-too-two-0044","TO_TOO_TWO","During art club, the tables stayed busy. The pencils is too cold for this task. A partner checked the line once more.","too","56","59","","","","","",""
"g2-to-too-two-0232","TO_TOO_TWO","📝 The caretaker unlocked the side entrance. Omar wants Two see before tea. Weather and whether were discussed as an unrelated near-homophone pair.","Two","56","59","","","","","",""
"g2-to-too-two-0153","TO_TOO_TWO","A robin landed beside the chalk line. Ari wants a blanket to. The sentence stood on its own in the draft.","to","58","60","","","","","",""
"g2-to-too-two-0253","TO_TOO_TWO","A robin landed beside the chalk line. Ruby wants a turn To. The author was describing a real event.","To","56","58","","","","","",""
"g2-to-too-two-0329","TO_TOO_TWO","The youngest pupil reread the instructions. Iris copied “Too” onto a vocabulary card. The short line came from an imperfect first draft.","Too","57","60","","","","","",""
"g2-to-too-two-0001","TO_TOO_TWO","At sunrise, the class checked its plan. Maya walked To the school after lunch. Nobody changed the original wording.","To","52","54","","","","","",""
"g2-to-too-two-0155","TO_TOO_TWO","Once the music ended, the hall became still. Nia has To bags in the cupboard. The sentence stood on its own in the draft.","To","53","55","","","","","",""
"g2-to-too-two-0075","TO_TOO_TWO","Once the music ended, the hall became still. Ari has two helmets in the cupboard. The next page contained a different example.","two","53","56","","","","","",""
"g2-to-too-two-0205","TO_TOO_TWO","A bell sounded across the empty yard. Zoe has to tickets in the cupboard. The notebook also contained two unrelated spelling slips.","to","46","48","","","","","",""
"g2-to-too-two-0150","TO_TOO_TWO","By the window, three plants leaned toward the light. Leo has two bags in the cupboard. The sentence stood on its own in the draft.","two","61","64","","","","","",""
"g2-to-too-two-0307","TO_TOO_TWO","Before rehearsal, the group counted slowly. Maybe to ... because the next page is missing. The surrounding paragraph remained available for review.","to","50","52","","","","","",""
"g2-to-too-two-0256","TO_TOO_TWO","The coach placed a clipboard on the bench. Maya walked two the library after lunch. The author was describing a real event.","two","55","58","","","","","",""
"g2-to-too-two-0263","TO_TOO_TWO","The rain stopped before the gate opened. Esme wants a sandwich to. The teacher preserved the learner's original phrasing.","to","63","65","","","","","",""
"g2-to-too-two-0187","TO_TOO_TWO","Before rehearsal, the group counted slowly. Ruby wants too find before tea. The class discussed why context mattered.","too","55","58","","","","","",""
"g2-to-too-two-0046","TO_TOO_TWO","The note arrived on a windy Tuesday. Maya walked to the harbour after lunch. A partner checked the line once more.","to","49","51","","","","","",""
"g2-to-too-two-0167","TO_TOO_TWO","Before rehearsal, the group counted slowly. Sam wants too walk before tea. A later paragraph changed the subject.","too","54","57","","","","","",""
"g2-to-too-two-0059","TO_TOO_TWO","A small crowd waited near the noticeboard. The hamster is too excited for this task. A partner checked the line once more.","too","58","61","","","","","",""
"g2-to-too-two-0208","TO_TOO_TWO","Luca wants a copy two. The notebook also contained two unrelated spelling slips.","two","18","21","","","","","",""
"g2-to-too-two-0219","TO_TOO_TWO","A small crowd waited near the noticeboard. The sandwiches is to nervous for this task. The notebook also contained two unrelated spelling slips.","to","61","63","","","","","",""
"g2-to-too-two-0010","TO_TOO_TWO","By the window, three plants leaned toward the light. Ruby has two toys in the cupboard. Nobody changed the original wording.","two","62","65","","","","","",""
"g2-to-too-two-0224","TO_TOO_TWO","During art club, the tables stayed busy. The notebook is two right for this task. Weather and whether were discussed as an unrelated near-homophone pair.","two","57","60","","","","","",""
"g2-to-too-two-0090","TO_TOO_TWO","By the window, three plants leaned toward the light. Luca has two pencils in the cupboard. Everyone understood the surrounding scene.","two","62","65","","","","","",""
"g2-to-too-two-0134","TO_TOO_TWO","The morning began with an unexpected puzzle. The sandwiches is Too heavy for this task. No answer choices were visible.","Too","63","66","","","","","",""
"g2-to-too-two-0139","TO_TOO_TWO","A small crowd waited near the noticeboard. The notebook is too curious for this task. No answer choices were visible.","too","59","62","","","","","",""
"g2-to-too-two-0152","TO_TOO_TWO","The caretaker unlocked the side entrance. Esme wants two eat before tea. The sentence stood on its own in the draft.","two","53","56","","","","","",""
"g2-to-too-two-0051","TO_TOO_TWO","After the long journey, nobody hurried. Nia walked to the house after lunch. A partner checked the line once more.","to","51","53","","","","","",""
"g2-to-too-two-0321","TO_TOO_TWO","At sunrise, the class checked its plan. Ruby copied “two” onto a vocabulary card. The short line came from an imperfect first draft.","two","53","56","","","","","",""
"g2-to-too-two-0129","TO_TOO_TWO","The youngest pupil reread the instructions. The pencils is too silent for this task. No answer choices were visible.","too","59","62","","","","","",""
"g2-to-too-two-0052","TO_TOO_TWO","Noah wants to finish before tea. A partner checked the line once more.","to","11","13","","","","","",""
"g2-to-too-two-0049","TO_TOO_TWO","The youngest pupil reread the instructions. The sandwiches is too fragile for this task. A partner checked the line once more.","too","62","65","","","","","",""
"g2-to-too-two-0151","TO_TOO_TWO","After the long journey, nobody hurried. Iris walked too the garden after lunch. The sentence stood on its own in the draft.","too","52","55","","","","","",""
"g2-to-too-two-0302","TO_TOO_TWO","After lunch, everyone returned quietly. Maybe too ... because the next page is missing. The surrounding paragraph remained available for review.","too","46","49","","","","","",""
"g2-to-too-two-0383","TO_TOO_TWO","The rain stopped before the gate opened. In the unseen picture, the label beside the arrow might be too. The writer had not yet revised the response.","too","100","103","","","","","",""
"g2-to-too-two-0301","TO_TOO_TWO","At sunrise, the class checked its plan. Maybe To ... because the next page is missing. The surrounding paragraph remained available for review.","To","46","48","","","","","",""
"g2-to-too-two-0076","TO_TOO_TWO","The coach placed a clipboard on the bench. Ruby walked to the library after lunch. The next page contained a different example.","to","55","57","","","","","",""
"g2-to-too-two-0073","TO_TOO_TWO","A robin landed beside the chalk line. Iris wants a turn too. The next page contained a different example.","too","56","59","","","","","",""
"g2-to-too-two-0373","TO_TOO_TWO","A robin landed beside the chalk line. Iris wrote quickly the lights went out to the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","to","77","79","","","","","",""
"g2-to-too-two-0234","TO_TOO_TWO","The blanket is two heavy for this task. Weather and whether were discussed as an unrelated near-homophone pair.","two","15","18","","","","","",""
"g2-to-too-two-0376","TO_TOO_TWO","The coach placed a clipboard on the bench. Ruby wrote quickly the lights went out to the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","to","82","84","","","","","",""
"g2-to-too-two-0086","TO_TOO_TWO","The note arrived on a windy Tuesday. Maya walked to the museum after lunch. Everyone understood the surrounding scene.","to","49","51","","","","","",""
"g2-to-too-two-0172","TO_TOO_TWO","The caretaker unlocked the side entrance. Zoe wants two help before tea. A later paragraph changed the subject.","two","52","55","","","","","",""
"g2-to-too-two-0166","TO_TOO_TWO","The note arrived on a windy Tuesday. Omar walked two the school after lunch. A later paragraph changed the subject.","two","49","52","","","","","",""
"g2-to-too-two-0156","TO_TOO_TWO","Noah walked two the harbour after lunch. The sentence stood on its own in the draft.","two","12","15","","","","","",""
"g2-to-too-two-0251","TO_TOO_TWO","After the long journey, nobody hurried. Omar walked too the museum after lunch. The author was describing a real event.","too","52","55","","","","","",""
"g2-to-too-two-0357","TO_TOO_TWO","Just before dusk, the clouds turned orange. The partial line “running Two” does not reveal the intended lexical category. The focus occurrence was not copied from a heading.","Two","70","73","","","","","",""
"g2-to-too-two-0276","TO_TOO_TWO","The coach placed a clipboard on the bench. Zoe walked two the school after lunch. The teacher preserved the learner's original phrasing.","two","54","57","","","","","",""
"g2-to-too-two-0374","TO_TOO_TWO","The morning began with an unexpected puzzle. Noah wrote quickly the lights went out too the meaning changes if a full stop is added A picture on the task page was intentionally withheld.","too","84","87","","","","","",""
"g2-to-too-two-0080","TO_TOO_TWO","The final clue appeared beneath a blue card. Zoe has two pencils in the cupboard. The next page contained a different example.","two","53","56","","","","","",""
"g2-to-too-two-0055","TO_TOO_TWO","Once the music ended, the hall became still. Omar has two books in the cupboard. A partner checked the line once more.","two","54","57","","","","","",""
"g2-to-too-two-0248","TO_TOO_TWO","In the kitchen, a timer clicked twice. Noah wants a badge two. The author was describing a real event.","two","58","61","","","","","",""
"g2-to-too-two-0154","TO_TOO_TWO","The morning began with an unexpected puzzle. The tickets is two tired for this task. The sentence stood on its own in the draft.","two","60","63","","","","","",""
"g2-to-too-two-0390","TO_TOO_TWO","In the unseen picture, the label beside the arrow might be two. The writer had not yet revised the response.","two","59","62","","","","","",""
