word_key,display_word,micro_skill_key,base_family_key,member_role,transformation,child_friendly_meaning,meaning_provenance,source_row_sha256,generator_sha256,reviewed_by,reviewed_at
helpful_en_gb,helpful,D4_MOR_BASE_WORDS_IDENTIFY_BASE,help_base_family,authentic_target,,giving help or being useful,reviewed_override,0bcc47532eec204ae0d9825343f18a8be4cbc43aaa7b0d5942d635b6a2c3d68d,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hop_en_gb,hop,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hop_base_family,base,,to jump on one foot,reviewed_source,015a4423ca97d54614ab5402ac33f18db5e9b25ecd1ec97637c5e3a1d2611128,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hopped_en_gb,hopped,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hop_base_family,authentic_target,,jumped on one foot earlier,generated_and_reviewed,b985d50404be4e97b941d644f0247484b629c61d86bc215bf73653af37d15f64,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_en_gb,hope,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hope_base_family,base,,to want something good to happen,reviewed_source,4fad9b21ebb36f5573010077d201650094c1c4141be158229a926dd559e181da,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hoped_en_gb,hoped,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hope_base_family,authentic_target,,wanted something good to happen earlier,generated_and_reviewed,1e72affa5bf2e9d6c7303a05aad4b55d69ba68ff8adac8950df56a55aa22b180,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hopeful_en_gb,hopeful,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hope_base_family,authentic_target,,full of hope that something good may happen,reviewed_override,ba15d78cb1d71966c6d13ce6618067a1c959dfc385ed8f18443460c658b911b3,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hopeless_en_gb,hopeless,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hope_base_family,transfer,,without hope of a good result,reviewed_override,5c29a198f6bdd746cef67aacc1063e2c5567d69cc6a2ac10fb2591657b042818,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hoping_en_gb,hoping,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hope_base_family,transfer,,wanting something good to happen right now,generated_and_reviewed,2f808ab62e3bafb4eedce6471878af4b0e7353b53a9a426ac5e6ff0f5dce0087,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hot_en_gb,hot,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hot_base_family,base,,having a high temperature,reviewed_source,8c0bf7ad4663ca0aeb33b4c321eff11d64edcafe77e0788383f889a8ea4ecd9c,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hotter_en_gb,hotter,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hot_base_family,authentic_target,,having a higher temperature,reviewed_source,523c6385c8c909786b955fce1be1f7ff6b3f2932c31763d1afbc948f1e4c9e83,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
hottest_en_gb,hottest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,hot_base_family,authentic_target,,having the highest temperature,reviewed_source,b10fe32760b0e5302871a659d04ba356812aa7a90acc3a26dc34e7072cdd2157,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
inform_en_gb,inform,D4_MOR_BASE_WORDS_IDENTIFY_BASE,inform_base_family,base,,to tell someone facts or news,reviewed_source,a7b3568c9c0f7c6e46dfa941084ec396a01d6f244af230cbd06e520f8d6b0c71,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
information_en_gb,information,D4_MOR_BASE_WORDS_IDENTIFY_BASE,inform_base_family,authentic_target,,facts that tell you about something,reviewed_override,f85cabad25f59d0fbade66ab9291a21aee1ab1d66a02b3937cc9d55342f55659,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
enjoy_en_gb,enjoy,D4_MOR_BASE_WORDS_IDENTIFY_BASE,joy_base_family,authentic_target,,to take pleasure in something,reviewed_source,8620168779d934432032f11df204cfb1862d90093cbbb5f45a78ff5187f771d3,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
enjoyable_en_gb,enjoyable,D4_MOR_BASE_WORDS_IDENTIFY_BASE,joy_base_family,authentic_target,,pleasant and fun,reviewed_source,c86a85489d7017ab36d662651972c9ef120fc318026ffc07a694d4a0ea0b0d06,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
enjoyment_en_gb,enjoyment,D4_MOR_BASE_WORDS_IDENTIFY_BASE,joy_base_family,transfer,,the feeling of enjoying something,reviewed_override,b90ce874432052cf56c25a91e200c785eed9a1426e4ba85717009b84507a435f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
joy_en_gb,joy,D4_MOR_BASE_WORDS_IDENTIFY_BASE,joy_base_family,base,,a feeling of great happiness,reviewed_source,47275fd42e89c140650b689cd40fac72bca10207120ab8af7a69a228eb8d63f6,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
jump_en_gb,jump,D4_MOR_BASE_WORDS_IDENTIFY_BASE,jump_base_family,base,,to push yourself into the air,reviewed_source,94ef1a38ad6334750869bf7af206d1f486a2185bd223d75daec4e8968c59c0e9,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
jumped_en_gb,jumped,D4_MOR_BASE_WORDS_IDENTIFY_BASE,jump_base_family,authentic_target,,pushed yourself into the air earlier,generated_and_reviewed,656d47662636805f68c77fdf49fef8ffcc03a196ecc1defab7a6c59ff4fffd91,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
jumping_en_gb,jumping,D4_MOR_BASE_WORDS_IDENTIFY_BASE,jump_base_family,authentic_target,,pushing yourself into the air right now,generated_and_reviewed,6c4bb0e59727bd663a1f77c568875fb69cbae5b5f0169bea268f1ce99c15d74f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
jumps_en_gb,jumps,D4_MOR_BASE_WORDS_IDENTIFY_BASE,jump_base_family,transfer,,pushes itself into the air,reviewed_source,ad4a913fabbbe742fec6a603546e53f1cecffd8156ee306b26fcf0bb75d9cf83,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
kind_en_gb,kind,D4_MOR_BASE_WORDS_IDENTIFY_BASE,kind_base_family,base,,caring and helpful to others,reviewed_source,8168262babc48e69fbfcc6129ca447eb75bf5d09171e3d003024999840effe7c,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
kindness_en_gb,kindness,D4_MOR_BASE_WORDS_IDENTIFY_BASE,kind_base_family,authentic_target,,the quality of being kind,reviewed_override,1b34dd6ee75d8491674123eaf68379d75ac5e3dccce52b91cecde64c1824be48,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
unkind_en_gb,unkind,D4_MOR_BASE_WORDS_IDENTIFY_BASE,kind_base_family,authentic_target,,not kind; not caring or helpful to others,reviewed_override,7973d41e4caeac5e2df5f8b74212b2b2fc55c718e552d9777080db8876f6554e,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
knife_en_gb,knife,D4_MOR_BASE_WORDS_IDENTIFY_BASE,knife_base_family,base,,a tool with a sharp blade for cutting,reviewed_source,b864c3393cfde2fe5ca7868fc9c4b51dfcc8bf78f2e20a11b54667129939b19d,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
knives_en_gb,knives,D4_MOR_BASE_WORDS_IDENTIFY_BASE,knife_base_family,authentic_target,,more than one knife,reviewed_source,726d980e20dbf163790373fc0b0e9d91a039331534de76906dbe57dfc9851d35,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
large_larger_largest_en_gb,large_larger_largest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,large_base_family,base,,large in size,reviewed_source,451909620b9b9d21054518bfe56d21626b168b3388740b18a51240f632e9c2e3,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
larger_en_gb,larger,D4_MOR_BASE_WORDS_IDENTIFY_BASE,large_base_family,authentic_target,,more large in size,reviewed_source,d943019abca9cf7af119b51c26b830c891f3cc8674d2354a1dac0b6cee2540f2,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
largest_en_gb,largest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,large_base_family,authentic_target,,most large in size,reviewed_source,dba12ef7df67538c0100368528587395c78740b75ec74f0226d77afe50a922c6,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
late_en_gb,late,D4_MOR_BASE_WORDS_IDENTIFY_BASE,late_base_family,base,,after the expected or usual time,reviewed_source,d4ca162f59d44c4c494403db397379f5e73431100395cb67c77fc359fb67c6bd,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
later_en_gb,later,D4_MOR_BASE_WORDS_IDENTIFY_BASE,late_base_family,authentic_target,,after a particular time,reviewed_source,60b9efa6c355905dbdc6d7b8c06d11b7b1ac6f5115b6b7787eff2b96285422d4,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
latest_en_gb,latest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,late_base_family,authentic_target,,most recent,reviewed_source,5e4de2a763250c1a2fe77752236e00498f206469b6c8019dda6fdd830016729f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
laugh_en_gb,laugh,D4_MOR_BASE_WORDS_IDENTIFY_BASE,laugh_base_family,base,,to make a happy sound because something is funny,reviewed_source,95a36369622cbd74005493fbcc40c694afa81eb56d27d4bb0bd2abc0171bae0e,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
laughed_en_gb,laughed,D4_MOR_BASE_WORDS_IDENTIFY_BASE,laugh_base_family,authentic_target,,made a happy sound because something was funny earlier,generated_and_reviewed,a326867b929a76d29040b9ed652ca5fb8d0120cbcf30a298b89a2994e8a67c08,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
lie_en_gb,lie,D4_MOR_BASE_WORDS_IDENTIFY_BASE,lie_base_family,base,,to rest flat,reviewed_source,5bd03abed59aeef2eb1479c505e19fd49a344e0f57deabe05bef8afd51b2022f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
lying_en_gb,lying,D4_MOR_BASE_WORDS_IDENTIFY_BASE,lie_base_family,authentic_target,,resting flat,reviewed_source,51f02ce06c729bda03e8dbe92fc1b84b507855fc33175019435ed23e125d11a2,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
dislike_en_gb,dislike,D4_MOR_BASE_WORDS_IDENTIFY_BASE,like_base_family,authentic_target,,to not like something,reviewed_override,eef260b567b8f7a801df1da6ce6c2c5e7d318a5941d36fa3364037af27f7923c,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
like_en_gb,like,D4_MOR_BASE_WORDS_IDENTIFY_BASE,like_base_family,base,,to find something pleasant,reviewed_source,41543a0fba5042d520e6ea7d8cae36b112505c3b2d884b3458b7370c8baeadec,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
liked_en_gb,liked,D4_MOR_BASE_WORDS_IDENTIFY_BASE,like_base_family,authentic_target,,found something pleasant earlier,generated_and_reviewed,70fdcb16f4c2bc47f8484287b9f4adafee936dd77ae4b297fa62bf36e053b190,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
look_en_gb,look,D4_MOR_BASE_WORDS_IDENTIFY_BASE,look_base_family,base,,to direct your eyes towards something,reviewed_source,8eb89467c00328458c1dc74e7e529d56ca8649e30eed056e7ae4d06b4f745985,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
looked_en_gb,looked,D4_MOR_BASE_WORDS_IDENTIFY_BASE,look_base_family,authentic_target,,directed your eyes towards something earlier,generated_and_reviewed,631120788e90049dc9e5e4d59bfc0530f0ce7e4acdeb4c3d0a12595575f60ada,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
looking_en_gb,looking,D4_MOR_BASE_WORDS_IDENTIFY_BASE,look_base_family,authentic_target,,directing your eyes towards something right now,generated_and_reviewed,1129f97e4de962ddec54a587de5ebfb14c8c76835b9a2afdca20766eafbecbcc,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
magic_en_gb,magic,D4_MOR_BASE_WORDS_IDENTIFY_BASE,magic_base_family,base,,special power that seems impossible or mysterious,reviewed_source,687223af4d1d469b6c163681719620425b3122f0d775ff26ddc9bb6b92aa4108,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
magician_en_gb,magician,D4_MOR_BASE_WORDS_IDENTIFY_BASE,magic_base_family,authentic_target,,a person who performs magic tricks,reviewed_override,06b2b137b25b6ab024449aed7914384a82d1e96a1ca6331a745344df5e564cb4,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
made_en_gb,made,D4_MOR_BASE_WORDS_IDENTIFY_BASE,make_base_family,authentic_target,,created or produced something,reviewed_source,bd73833dad1c96f0bf54c486e6ddca30e6b2b9b4b51f35c880e6646baf2587a0,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
make_en_gb,make,D4_MOR_BASE_WORDS_IDENTIFY_BASE,make_base_family,base,,to create or produce something,reviewed_source,7e4912ca1c9a699367670a6b5c33a32f79f82dcce55005f46ded38351274702b,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
making_en_gb,making,D4_MOR_BASE_WORDS_IDENTIFY_BASE,make_base_family,authentic_target,,creating or producing something right now,generated_and_reviewed,3213ddd4e97c814eca5afa29f27e17a360740fe74ae797786157b3aa5321090a,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
map_en_gb,map,D4_MOR_BASE_WORDS_IDENTIFY_BASE,map_base_family,base,,a drawing that shows where places are,reviewed_source,b89fa126624967f67ff10d1ea859c97d751845b53d004e3f3f9f95df38bd6401,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
mapped_en_gb,mapped,D4_MOR_BASE_WORDS_IDENTIFY_BASE,map_base_family,authentic_target,,shown on a map earlier,generated_and_reviewed,44222e7bb01ede20681a8b88893bd9febe240a45a6e1f8310a474e1dd066e779,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
natural_en_gb,natural,D4_MOR_BASE_WORDS_IDENTIFY_BASE,nature_base_family,authentic_target,,found in nature; not made by people,reviewed_source,ebd1057cfb47567781d086778aab8b1b970dfd25b77f2490f781d0128ae8bffc,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
nature_en_gb,nature,D4_MOR_BASE_WORDS_IDENTIFY_BASE,nature_base_family,base,,"plants, animals, and the natural world",reviewed_source,9b8a5a906c1be61c2cdaaba13624882a7e2b060fe6747e21ffbac7a03285886d,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
nice_en_gb,nice,D4_MOR_BASE_WORDS_IDENTIFY_BASE,nice_base_family,base,,"pleasant, kind, or friendly",reviewed_source,d111ebf6812606f0c4895f7a778cf5f612c2eb5e4405749d2b2d10e9d83337ef,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
nicer_en_gb,nicer,D4_MOR_BASE_WORDS_IDENTIFY_BASE,nice_base_family,authentic_target,,"more pleasant, kind, or friendly",reviewed_source,f022766c996d5792590cd4301b0ecff694dd243ed380d380d80b0f2c4a61055e,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
nicest_en_gb,nicest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,nice_base_family,authentic_target,,"most pleasant, kind, or friendly",reviewed_source,ec98a644ffc89af274f3ee433e7433fbc36949291527374d428ea5848cd49e92,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
one_en_gb,one,D4_MOR_BASE_WORDS_IDENTIFY_BASE,one_base_family,base,,the number 1,reviewed_source,410c36dade4f9ba972b4f49a286cebe8cc65d44974cdc80594d03e2b7876b275,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
twenty_one_en_gb,twenty-one,D4_MOR_BASE_WORDS_IDENTIFY_BASE,one_base_family,authentic_target,,twenty and one more: the number 21,reviewed_override,986e21d9c63c2838ac91f4d2dfd37f2996aaa75ad92e34b21277e57ff7482b54,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
person_en_gb,person,D4_MOR_BASE_WORDS_IDENTIFY_BASE,person_base_family,base,,one human being,reviewed_source,c2b32e0d3708e3fc3ddd855eb7f7e31cd40828b99e4b1115c217955e420683e9,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
personal_en_gb,personal,D4_MOR_BASE_WORDS_IDENTIFY_BASE,person_base_family,authentic_target,,belonging to or about one particular person,reviewed_source,d7f17f76015860068cd1f9cd7de82ab395c043e37bd5a021213a2be8dd6a793f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
photo_en_gb,photo,D4_MOR_BASE_WORDS_IDENTIFY_BASE,photo_base_family,base,,a picture made with a camera,reviewed_source,ff0da5c507b509aa94c8257100b343a08098c44e71de46644351f5cbcecd58b2,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
photograph_en_gb,photograph,D4_MOR_BASE_WORDS_IDENTIFY_BASE,photo_base_family,authentic_target,,a picture made using light and a camera,reviewed_override,5e9838b51885028614154ba3acf555bccfe68a0a08611af361fb9b27c7589ca0,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
photography_en_gb,photography,D4_MOR_BASE_WORDS_IDENTIFY_BASE,photo_base_family,authentic_target,,the art of making pictures using light and a camera,reviewed_override,3b6f7d49aae09f515aa2cab6048ca1fdef64f3b3d302ffa7f85e28b466ab9a75,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
plan_en_gb,plan,D4_MOR_BASE_WORDS_IDENTIFY_BASE,plan_base_family,base,,to decide what you will do,reviewed_source,e0da6ef26c751942ea49547f2fafca85b63109e1cb901cc568b9170d253a5523,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
planned_en_gb,planned,D4_MOR_BASE_WORDS_IDENTIFY_BASE,plan_base_family,authentic_target,,decided what you would do earlier,generated_and_reviewed,fc59c3aa7d9f1c407867955ddc1d0b5da81967a1c8b96b794eca552dfa604294,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
play_en_gb,play,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,base,,to take part in a game or have fun,reviewed_source,3da491eb67c8ead70b3b511ff0ccb8f0153c12c3fd0d653979d3c1e2c7216ddb,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
played_en_gb,played,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,authentic_target,,took part in a game or had fun earlier,generated_and_reviewed,5b4628ee864e4ae9611613a81968d816dfb202e52ae67fa7eb59c7adeaab6911,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
player_en_gb,player,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,authentic_target,,a person who plays a game,reviewed_override,ea1f2c5a831dd6246adb80d9bb2fc72ead26d47c92f814d35943e9e4489d22a5,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
playing_en_gb,playing,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,transfer,,taking part in a game or having fun right now,generated_and_reviewed,58c5e288b5bdf6482882ce3aa9f2a1bf83e1d82ca21cfb71c06ca1dfd520c4b2,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
plays_en_gb,plays,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,transfer,,takes part in a game or has fun,reviewed_source,87861ab95cf26aa3f03d4114522024a2d54a62ae177c5aabd888e2e9a1d533f8,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
replay_en_gb,replay,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,transfer,,to play again,reviewed_override,e92e8ae7ca869e7341f1b098e620bd81465782c18027994d7413f27a831e3666,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
replayed_en_gb,replayed,D4_MOR_BASE_WORDS_PRESERVE_BASE,play_base_family,transfer,,played again,reviewed_override,64e51c69520b475b5e7c82aa1ff37c9b6d4301db420a4582fe1ecdd963ebce19,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
port_en_gb,port,D4_MOR_BASE_WORDS_IDENTIFY_BASE,port_base_family,base,,a place where ships load and unload,reviewed_source,663e7a465108215db7f03d92a683421ed3c315d8730c3ac076a0dd325c24d68f,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
transport_en_gb,transport,D4_MOR_BASE_WORDS_IDENTIFY_BASE,port_base_family,authentic_target,,to carry people or things across or from one place to another,reviewed_override,8fd7c5463f064b46e75e3c8e9bf4443995e33aecd098ebbda9eb229552cc0aed,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
impossible_en_gb,impossible,D4_MOR_BASE_WORDS_IDENTIFY_BASE,possible_base_family,authentic_target,,not possible; not able to happen or be done,reviewed_override,954ac3b7c90d1913b4f9f8cd18270bf9aef25667155a2ffabfbab33d7eebabdf,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
possibility_en_gb,possibility,D4_MOR_BASE_WORDS_IDENTIFY_BASE,possible_base_family,authentic_target,,something that may happen or be true,reviewed_source,8ff6e406b6d26f3b4b509ca355768744977c746826b770231e57d7e8fce0a4ad,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
possible_en_gb,possible,D4_MOR_BASE_WORDS_IDENTIFY_BASE,possible_base_family,base,,able to happen or be done,reviewed_source,a88c7babe856175785341309cbcb72919836ca595f704054ad1324207245e35d,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
quick_en_gb,quick,D4_MOR_BASE_WORDS_IDENTIFY_BASE,quick_base_family,base,,happening in a short time,reviewed_source,f89c182423d7b6ed049b4377ff6daeb6762359644fd4139870daa61dbe1d1c74,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
quickest_en_gb,quickest,D4_MOR_BASE_WORDS_IDENTIFY_BASE,quick_base_family,authentic_target,,happening in the shortest time,reviewed_source,c7c87d29abb501ad3d55230fbd119d7c4acf131aa32e9fcd4b88cbd825a4e1a5,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
quickly_en_gb,quickly,D4_MOR_BASE_WORDS_IDENTIFY_BASE,quick_base_family,authentic_target,,in a quick way,reviewed_override,fb7dab7d2de78b42d8795c0e32d37371f7524db4b317e6cbb5e2cb84cba9ec4c,df5ff9cadf719593da9fb0c012c65f14d946faef472d59ace8fd6c59a8844600,Katie Sanderson,2026-07-24T15:53:22+01:00
