word_key,normalised_word,syllables,letter_count,phoneme_count,syllable_points,length_points,irregularity_band,irregularity_points,morphology_depth,morphology_points,has_schwa,mismatch_flag,structural_score,complexity_level,frequency_band,age_band,irregularity_note_source,banding_version
education_en_gb,education,4,9,8,3,3,0,0,2,1,True,False,8,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
eight_en_gb,eight,1,5,2,0,1,0,0,1,0,False,True,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
electric_en_gb,electric,3,8,8,2,2,0,0,2,1,False,False,5,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
electrician_en_gb,electrician,4,11,10,3,3,0,0,3,2,True,False,9,3,medium,middle_primary,,banding_v1.1_2026-07-04.preview
electricity_en_gb,electricity,5,11,11,3,3,0,0,3,2,False,False,8,3,high,early_primary,,banding_v1.1_2026-07-04.preview
eleven_en_gb,eleven,3,6,6,2,1,0,0,1,0,True,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
ended_en_gb,ended,2,5,5,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
enjoy_en_gb,enjoy,2,5,4,1,1,0,0,2,1,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
enjoyable_en_gb,enjoyable,3,9,8,2,3,1,2,3,2,True,False,10,3,medium,middle_primary,suffix able/ible,banding_v1.1_2026-07-04.preview
enjoyment_en_gb,enjoyment,3,9,8,2,3,0,0,3,2,True,False,8,3,medium,middle_primary,,banding_v1.1_2026-07-04.preview
enough_en_gb,enough,2,6,4,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
erase_en_gb,erase,2,5,4,1,1,0,0,1,0,False,False,2,2,medium,middle_primary,,banding_v1.1_2026-07-04.preview
escape_en_gb,escape,2,6,5,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
essential_en_gb,essential,3,9,7,2,3,1,2,2,1,True,False,9,3,high,upper_primary,final tial,banding_v1.1_2026-07-04.preview
even_en_gb,even,2,4,4,1,0,0,0,1,0,True,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
every_en_gb,every,2,5,4,1,1,1,2,1,0,False,False,4,2,high,early_primary,medial weak vowel,banding_v1.1_2026-07-04.preview
example_en_gb,example,3,7,8,2,2,0,0,1,0,True,False,5,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
exhaustion_en_gb,exhaustion,3,10,8,2,3,0,0,2,1,True,False,7,3,medium,upper_primary,,banding_v1.1_2026-07-04.preview
extension_en_gb,extension,3,9,9,2,3,1,2,3,2,True,False,10,3,high,upper_primary,final sion,banding_v1.1_2026-07-04.preview
extreme_en_gb,extreme,2,7,7,1,2,0,0,1,0,False,False,3,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
eye_en_gb,eye,1,3,1,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
face_en_gb,face,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
facial_en_gb,facial,2,6,5,1,1,0,0,2,1,True,False,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
factual_en_gb,factual,2,7,7,1,2,1,2,2,1,True,False,7,3,medium,lower_secondary,natural/actual weak vowel,banding_v1.1_2026-07-04.preview
fair_en_gb,fair,1,4,2,0,0,0,0,1,0,True,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
family_en_gb,family,3,6,6,2,1,1,2,1,0,False,False,5,2,high,middle_primary,medial weak vowel,banding_v1.1_2026-07-04.preview
famous_en_gb,famous,2,6,5,1,1,1,2,2,1,True,False,6,3,high,middle_primary,suffix ous,banding_v1.1_2026-07-04.preview
fan_en_gb,fan,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
fast_en_gb,Fast,1,3,4,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
faster_en_gb,faster,2,6,5,1,1,0,0,2,1,True,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
fastest_en_gb,fastest,2,7,7,1,2,0,0,2,1,True,False,5,2,high,early_primary,,banding_v1.1_2026-07-04.preview
favourite_en_gb,favourite,2,9,6,1,3,2,4,2,1,False,True,10,3,high,middle_primary,longer high-frequency tricky word,banding_v1.1_2026-07-04.preview
feet_en_gb,feet,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
fern_en_gb,fern,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
fetch_en_gb,fetch,1,5,3,0,1,0,0,1,0,False,False,1,1,medium,lower_secondary,,banding_v1.1_2026-07-04.preview
few_en_gb,few,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
field_en_gb,field,1,5,4,0,1,0,0,1,0,False,False,1,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
fight_en_gb,fight,1,5,3,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
fin_en_gb,fin,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,upper_primary,regular,banding_v1.1_2026-07-04.preview
final_en_gb,final,2,5,5,1,1,0,0,1,0,True,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
find_en_gb,find,1,4,4,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
fish_en_gb,fish,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
fit_en_gb,fit,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
fixes_en_gb,fixes,2,5,6,1,1,1,2,1,0,False,False,4,2,medium,early_primary,present tense es,banding_v1.1_2026-07-04.preview
fizz_en_gb,fizz,1,4,3,0,0,0,0,1,0,False,False,0,1,low,early_primary,,banding_v1.1_2026-07-04.preview
flag_en_gb,flag,1,4,4,0,0,0,0,1,0,False,False,0,1,high,later_review,,banding_v1.1_2026-07-04.preview
flew_en_gb,flew,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
float_en_gb,float,1,5,4,0,1,0,0,1,0,True,False,2,2,medium,mid_secondary,regular,banding_v1.1_2026-07-04.preview
flour_en_gb,flour,1,5,4,0,1,0,0,1,0,True,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
flower_en_gb,flower,2,6,4,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
fly_en_gb,fly,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
fog_en_gb,fog,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
food_en_gb,food,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
foot_en_gb,foot,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
football_en_gb,football,2,8,6,1,2,0,0,2,1,False,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
for_en_gb,for,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
fork_en_gb,fork,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
form_en_gb,form,1,4,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
found_en_gb,found,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
four_en_gb,four,1,4,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
friend_en_gb,friend,1,6,5,0,1,2,4,1,0,False,False,5,2,high,middle_primary,common high-frequency tricky word,banding_v1.1_2026-07-04.preview
frog_en_gb,frog,1,4,4,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
fruit_en_gb,fruit,1,5,4,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
fudge_en_gb,fudge,1,5,3,0,1,0,0,1,0,False,False,1,1,medium,upper_primary,,banding_v1.1_2026-07-04.preview
full_en_gb,full,1,4,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
funnier_en_gb,funnier,2,7,5,1,2,0,0,3,2,True,False,6,3,medium,early_primary,,banding_v1.1_2026-07-04.preview
funniest_en_gb,funniest,2,8,6,1,2,0,0,3,2,True,False,6,3,medium,early_primary,,banding_v1.1_2026-07-04.preview
funny_en_gb,funny,2,5,4,1,1,0,0,2,1,False,False,3,2,high,middle_primary,,banding_v1.1_2026-07-04.preview
future_en_gb,future,2,6,5,1,1,1,2,1,0,True,False,5,2,high,middle_primary,final ture,banding_v1.1_2026-07-04.preview
fuzz_en_gb,fuzz,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
game_en_gb,game,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
garden_en_gb,garden,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
gem_en_gb,gem,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
geography_en_gb,geography,4,9,8,3,3,0,0,3,2,True,False,9,3,medium,early_primary,,banding_v1.1_2026-07-04.preview
giant_en_gb,giant,1,5,5,0,1,0,0,1,0,True,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
giggle_en_gb,giggle,2,6,5,1,1,0,0,1,0,True,False,3,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
giraffe_en_gb,giraffe,2,7,5,1,2,1,2,1,0,False,False,5,2,medium,early_primary,soft g before i,banding_v1.1_2026-07-04.preview
girl_en_gb,girl,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
give_en_gb,give,1,4,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,final ve,banding_v1.1_2026-07-04.preview
glass_en_gb,glass,1,5,4,0,1,1,2,1,0,False,False,3,2,high,middle_primary,final ss after short vowel,banding_v1.1_2026-07-04.preview
glue_en_gb,glue,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
gnat_en_gb,gnat,1,4,3,0,0,0,0,1,0,False,False,0,1,low,middle_primary,,banding_v1.1_2026-07-04.preview
gnaw_en_gb,gnaw,1,4,2,0,0,0,0,1,0,False,False,0,1,low,middle_primary,,banding_v1.1_2026-07-04.preview
gnome_en_gb,gnome,1,5,3,0,1,0,0,1,0,False,False,1,1,medium,lower_secondary,,banding_v1.1_2026-07-04.preview
go_en_gb,go,1,2,2,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
goat_en_gb,goat,1,4,3,0,0,0,0,1,0,True,False,1,1,high,middle_primary,regular,banding_v1.1_2026-07-04.preview
goes_en_gb,goes,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
good_en_gb,good,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
government_en_gb,government,3,10,9,2,3,0,0,2,1,True,False,7,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
grab_en_gb,grab,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
grabbed_en_gb,grabbed,1,7,5,0,2,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
grammar_en_gb,grammar,2,7,5,1,2,1,2,1,0,True,False,6,3,high,middle_primary,final unstressed ar,banding_v1.1_2026-07-04.preview
graph_en_gb,graph,1,5,4,0,1,0,0,1,0,False,False,1,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
graphic_en_gb,graphic,2,7,6,1,2,0,0,2,1,False,False,4,2,high,later_review,,banding_v1.1_2026-07-04.preview
grass_en_gb,grass,1,5,4,0,1,1,2,1,0,False,False,3,2,high,early_primary,final ss after short vowel,banding_v1.1_2026-07-04.preview
great_en_gb,great,1,5,4,0,1,1,2,1,0,False,False,3,2,high,early_primary,long ai with ea,banding_v1.1_2026-07-04.preview
green_en_gb,green,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
grey_en_gb,grey,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
group_en_gb,group,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
grow_en_gb,grow,1,4,3,0,0,1,2,1,0,True,False,3,2,high,early_primary,final ow,banding_v1.1_2026-07-04.preview
grown_en_gb,grown,1,5,4,0,1,0,0,2,1,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
gym_en_gb,gym,1,3,3,0,0,1,2,1,0,False,False,2,2,high,early_primary,soft g before y,banding_v1.1_2026-07-04.preview
half_en_gb,half,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
hand_en_gb,hand,1,4,4,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
handle_en_gb,handle,2,6,6,1,1,0,0,1,0,True,False,3,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
happier_en_gb,happier,2,7,5,1,2,0,0,2,1,True,False,5,2,high,early_primary,,banding_v1.1_2026-07-04.preview
happiness_en_gb,happiness,3,9,7,2,3,1,2,2,1,True,False,9,3,high,early_primary,suffix ness,banding_v1.1_2026-07-04.preview
happy_en_gb,happy,2,5,4,1,1,1,2,1,0,False,False,4,2,high,middle_primary,medial doubled consonant,banding_v1.1_2026-07-04.preview
hard_en_gb,hard,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
has_en_gb,has,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
have_en_gb,have,1,4,3,0,0,1,2,1,0,False,False,2,2,high,middle_primary,final ve,banding_v1.1_2026-07-04.preview
he_d_en_gb,he'd,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
he_en_gb,he,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
heal_en_gb,heal,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
health_en_gb,health,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
hear_en_gb,hear,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
heir_en_gb,heir,1,4,1,0,0,0,0,1,0,True,True,2,2,medium,middle_primary,,banding_v1.1_2026-07-04.preview
help_en_gb,help,1,4,4,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
helpful_en_gb,helpful,2,7,7,1,2,1,2,2,1,True,False,7,3,high,early_primary,preserve base before suffix,banding_v1.1_2026-07-04.preview
hen_en_gb,hen,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,early_primary,regular,banding_v1.1_2026-07-04.preview
her_en_gb,her,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
hill_en_gb,hill,1,4,3,0,0,1,2,1,0,False,False,2,2,high,middle_primary,final ll after short vowel,banding_v1.1_2026-07-04.preview
his_en_gb,his,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
history_en_gb,history,3,7,7,2,2,0,0,2,1,True,False,6,3,high,early_primary,,banding_v1.1_2026-07-04.preview
home_en_gb,home,1,4,3,0,0,1,2,1,0,True,False,3,2,high,early_primary,split digraph o-e,banding_v1.1_2026-07-04.preview
honest_en_gb,honest,2,6,5,1,1,0,0,1,0,False,False,2,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
honey_en_gb,honey,2,5,4,1,1,0,0,1,0,False,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
honour_en_gb,honour,2,6,3,1,1,0,0,1,0,True,True,4,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
hop_en_gb,hop,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
hope_en_gb,hope,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
hoped_en_gb,hoped,1,5,4,0,1,1,2,1,0,True,False,4,2,high,early_primary,past tense drop e,banding_v1.1_2026-07-04.preview
hopeful_en_gb,hopeful,2,7,6,1,2,0,0,2,1,True,False,5,2,medium,middle_primary,,banding_v1.1_2026-07-04.preview
hopeless_en_gb,hopeless,2,8,6,1,2,0,0,2,1,True,False,5,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
hoping_en_gb,hoping,2,6,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
hopped_en_gb,hopped,1,6,4,0,1,0,0,1,0,False,False,1,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
horse_en_gb,horse,1,5,3,0,1,0,0,1,0,False,False,1,1,high,mid_secondary,,banding_v1.1_2026-07-04.preview
hot_en_gb,hot,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
hotter_en_gb,hotter,2,6,4,1,1,0,0,2,1,True,False,4,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
hottest_en_gb,hottest,2,7,6,1,2,0,0,2,1,True,False,5,2,medium,early_primary,,banding_v1.1_2026-07-04.preview
hour_en_gb,hour,1,4,2,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
house_en_gb,house,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
huge_en_gb,huge,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
human_en_gb,human,2,5,6,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
hurt_en_gb,hurt,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
i_d_en_gb,i'd,1,2,2,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
i_m_en_gb,i'm,1,2,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
i_ve_en_gb,i've,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
ice_cream_en_gb,ice cream,2,8,6,1,2,0,0,1,0,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
illegal_en_gb,illegal,3,7,6,2,2,1,2,2,1,True,False,8,3,high,middle_primary,negative prefix il,banding_v1.1_2026-07-04.preview
impossible_en_gb,impossible,4,10,9,3,3,1,2,2,1,True,False,10,3,high,middle_primary,negative prefix im,banding_v1.1_2026-07-04.preview
incorrect_en_gb,incorrect,3,9,8,2,3,0,0,2,1,True,False,7,3,medium,middle_primary,,banding_v1.1_2026-07-04.preview
inform_en_gb,inform,2,6,5,1,1,0,0,1,0,False,False,2,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
information_en_gb,information,4,11,9,3,3,0,0,2,1,True,False,8,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
initial_en_gb,initial,3,7,6,2,2,0,0,2,1,True,False,6,3,high,upper_primary,,banding_v1.1_2026-07-04.preview
instruct_en_gb,instruct,2,8,8,1,2,0,0,2,1,False,False,4,2,medium,upper_primary,,banding_v1.1_2026-07-04.preview
interact_en_gb,interact,3,8,8,2,2,0,0,2,1,True,False,6,3,high,middle_primary,,banding_v1.1_2026-07-04.preview
interesting_en_gb,interesting,3,11,9,2,3,0,0,1,0,True,False,6,3,high,early_primary,,banding_v1.1_2026-07-04.preview
invention_en_gb,invention,3,9,8,2,3,1,2,3,2,True,False,10,3,high,middle_primary,final tion,banding_v1.1_2026-07-04.preview
irregular_en_gb,irregular,4,9,8,3,3,0,0,3,2,True,False,9,3,medium,upper_primary,,banding_v1.1_2026-07-04.preview
is_en_gb,is,1,2,2,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
isn_t_en_gb,isn't,2,4,5,1,0,0,0,1,0,True,False,2,2,high,early_primary,,banding_v1.1_2026-07-04.preview
it_s_en_gb,it’s,1,3,3,0,0,2,4,1,0,False,False,4,2,high,early_primary,contraction/possessive homophone,banding_v1.1_2026-07-04.preview
its_en_gb,its,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
jam_en_gb,jam,1,3,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
jazz_en_gb,jazz,1,4,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
jet_en_gb,jet,1,3,3,0,0,0,0,1,0,False,False,0,1,high,lower_secondary,,banding_v1.1_2026-07-04.preview
jog_en_gb,jog,1,3,3,0,0,0,0,1,0,False,False,0,1,medium,upper_primary,,banding_v1.1_2026-07-04.preview
joke_en_gb,joke,1,4,3,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
joy_en_gb,joy,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
juice_en_gb,juice,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
jump_en_gb,jump,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
jumped_en_gb,jumped,1,6,5,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
jumping_en_gb,jumping,2,7,6,1,2,0,0,1,0,False,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
jumps_en_gb,jumps,1,5,5,0,1,0,0,1,0,False,False,1,1,medium,early_primary,,banding_v1.1_2026-07-04.preview
junk_en_gb,junk,1,4,4,0,0,0,0,1,0,False,False,0,1,high,upper_primary,,banding_v1.1_2026-07-04.preview
kept_en_gb,kept,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
key_en_gb,key,1,3,2,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
kicked_en_gb,kicked,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
kind_en_gb,kind,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
kindness_en_gb,kindness,2,8,7,1,2,0,0,2,1,True,False,5,2,high,early_primary,,banding_v1.1_2026-07-04.preview
king_en_gb,king,1,4,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
kiss_en_gb,kiss,1,4,3,0,0,1,2,1,0,False,False,2,2,high,later_review,final ss after short vowel,banding_v1.1_2026-07-04.preview
kit_en_gb,kit,1,3,3,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
kite_en_gb,kite,1,4,3,0,0,0,0,1,0,False,False,0,1,medium,middle_primary,,banding_v1.1_2026-07-04.preview
knee_en_gb,knee,1,4,2,0,0,2,4,1,0,False,False,4,2,high,early_primary,silent kn,banding_v1.1_2026-07-04.preview
knife_en_gb,knife,1,5,3,0,1,2,4,1,0,False,False,5,2,high,middle_primary,silent kn,banding_v1.1_2026-07-04.preview
knives_en_gb,knives,1,6,4,0,1,1,2,1,0,False,False,3,2,medium,early_primary,plural ves,banding_v1.1_2026-07-04.preview
knock_en_gb,knock,1,5,3,0,1,2,4,1,0,False,False,5,2,high,middle_primary,silent kn,banding_v1.1_2026-07-04.preview
know_en_gb,know,1,4,2,0,0,0,0,1,0,True,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
lamb_en_gb,lamb,1,4,3,0,0,2,4,1,0,False,False,4,2,high,middle_primary,silent mb,banding_v1.1_2026-07-04.preview
large_larger_largest_en_gb,large,1,5,3,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
larger_en_gb,larger,2,6,4,1,1,0,0,2,1,True,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
largest_en_gb,largest,2,7,6,1,2,0,0,2,1,True,False,5,2,high,early_primary,,banding_v1.1_2026-07-04.preview
late_en_gb,late,1,4,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
later_en_gb,later,2,5,4,1,1,0,0,2,1,True,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
latest_en_gb,latest,2,6,6,1,1,0,0,2,1,True,False,4,2,high,early_primary,,banding_v1.1_2026-07-04.preview
laugh_en_gb,laugh,1,5,3,0,1,2,4,1,0,False,False,5,2,high,middle_primary,gh for f,banding_v1.1_2026-07-04.preview
laughed_en_gb,laughed,1,7,4,0,2,0,0,1,0,False,True,3,2,high,upper_primary,,banding_v1.1_2026-07-04.preview
lazy_en_gb,lazy,2,4,4,1,0,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
leaf_en_gb,leaf,1,4,3,0,0,0,0,1,0,False,False,0,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
learn_en_gb,learn,1,5,3,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
leaves_en_gb,leaves,1,6,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
leg_en_gb,leg,1,3,3,0,0,0,0,1,0,False,False,0,1,high,later_review,regular,banding_v1.1_2026-07-04.preview
lemon_en_gb,lemon,2,5,5,1,1,0,0,1,0,True,False,3,2,high,early_primary,,banding_v1.1_2026-07-04.preview
let_s_en_gb,let's,1,4,4,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
letter_en_gb,letter,2,6,4,1,1,1,2,1,0,True,False,5,2,high,upper_primary,medial doubled consonant,banding_v1.1_2026-07-04.preview
library_en_gb,library,3,7,7,2,2,0,0,1,0,True,False,5,2,high,early_primary,,banding_v1.1_2026-07-04.preview
lie_en_gb,lie,1,3,2,0,0,0,0,1,0,False,False,0,1,high,early_primary,,banding_v1.1_2026-07-04.preview
light_en_gb,light,1,5,3,0,1,0,0,1,0,False,False,1,1,high,middle_primary,,banding_v1.1_2026-07-04.preview
like_en_gb,like,1,4,3,0,0,1,2,1,0,False,False,2,2,high,middle_primary,split digraph i-e,banding_v1.1_2026-07-04.preview
liked_en_gb,liked,1,5,4,0,1,0,0,1,0,False,False,1,1,high,early_primary,,banding_v1.1_2026-07-04.preview
lip_en_gb,lip,1,3,3,0,0,0,0,1,0,False,False,0,1,high,upper_primary,regular,banding_v1.1_2026-07-04.preview
little_en_gb,little,2,6,5,1,1,2,4,1,0,True,False,7,3,high,early_primary,remembered double letter word,banding_v1.1_2026-07-04.preview
