source_ref,source_sheet,source_row,micro_skill_key,word_or_content_key,candidate_output_ref,validation_result,transformation_code,source_value,generated_candidate_value,reason,human_confirmation_required,warning_or_error_codes,human_review_status
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!24,Morpheme Glosses,24,,,suffix_LY,pass,direct_mapping,ly,suffix_LY,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!25,Morpheme Glosses,25,,,suffix_ION,pass,direct_mapping,ion,suffix_ION,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!26,Morpheme Glosses,26,,,root_PORT,pass,direct_mapping,port,root_PORT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!27,Morpheme Glosses,27,,,root_STRUCT,pass,direct_mapping,struct,root_STRUCT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!28,Morpheme Glosses,28,,,root_RUPT,pass,direct_mapping,rupt,root_RUPT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!29,Morpheme Glosses,29,,,root_TRACT,pass,direct_mapping,tract,root_TRACT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!30,Morpheme Glosses,30,,,root_DICT,pass,direct_mapping,dict,root_DICT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!31,Morpheme Glosses,31,,,root_SCRIB|root_SCRIPT,pass,split_slash_variant,scrib/script,root_SCRIB|root_SCRIPT,Slash-delimited reusable identity split into explicit variant keys.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!32,Morpheme Glosses,32,,,root_ACT,pass,direct_mapping,act,root_ACT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!33,Morpheme Glosses,33,,,root_MEDIC,pass,direct_mapping,medic,root_MEDIC,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!34,Morpheme Glosses,34,,,root_SIGN,pass,direct_mapping,sign,root_SIGN,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!35,Morpheme Glosses,35,,,root_NAT,pass,direct_mapping,nat,root_NAT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!36,Morpheme Glosses,36,,,root_TELE,pass,direct_mapping,tele,root_TELE,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!37,Morpheme Glosses,37,,,root_PHON,pass,direct_mapping,phon,root_PHON,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!38,Morpheme Glosses,38,,,root_GRAPH,pass,direct_mapping,graph,root_GRAPH,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!39,Morpheme Glosses,39,,,root_PHOTO,pass,direct_mapping,photo,root_PHOTO,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!40,Morpheme Glosses,40,,,root_SCOPE,pass,direct_mapping,scope,root_SCOPE,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!41,Morpheme Glosses,41,,,root_MICRO,pass,direct_mapping,micro,root_MICRO,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!42,Morpheme Glosses,42,,,root_THERM,pass,direct_mapping,therm,root_THERM,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!43,Morpheme Glosses,43,,,root_METER|root_METRE,pass,split_slash_variant,meter/metre,root_METER|root_METRE,Slash-delimited reusable identity split into explicit variant keys.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!44,Morpheme Glosses,44,,,root_BIO,pass,direct_mapping,bio,root_BIO,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!45,Morpheme Glosses,45,,,root_GEO,pass,direct_mapping,geo,root_GEO,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!46,Morpheme Glosses,46,,,root_TRI,pass,direct_mapping,tri,root_TRI,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!47,Morpheme Glosses,47,,,root_CENT,pass,direct_mapping,cent,root_CENT,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!48,Morpheme Glosses,48,,,root_POLY,pass,direct_mapping,poly,root_POLY,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Morpheme Glosses!49,Morpheme Glosses,49,,,root_HYDRO,pass,direct_mapping,hydro,root_HYDRO,Reusable morpheme identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!2,Root Artifact Cards,2,,,ROOT_PORT,pass,direct_mapping,port,ROOT_PORT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!3,Root Artifact Cards,3,,,ROOT_STRUCT,pass,direct_mapping,struct,ROOT_STRUCT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!4,Root Artifact Cards,4,,,ROOT_RUPT,pass,direct_mapping,rupt,ROOT_RUPT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!5,Root Artifact Cards,5,,,ROOT_TRACT,pass,direct_mapping,tract,ROOT_TRACT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!6,Root Artifact Cards,6,,,ROOT_DICT,pass,direct_mapping,dict,ROOT_DICT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!7,Root Artifact Cards,7,,,ROOT_SCRIB|ROOT_SCRIPT,pass,split_slash_variant,scrib/script,ROOT_SCRIB|ROOT_SCRIPT,Slash-delimited root alias split into explicit variant root identities.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!8,Root Artifact Cards,8,,,ROOT_ACT,pass,direct_mapping,act,ROOT_ACT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!9,Root Artifact Cards,9,,,ROOT_CENT,pass,direct_mapping,cent,ROOT_CENT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!10,Root Artifact Cards,10,,,ROOT_NAT,pass,direct_mapping,nat,ROOT_NAT,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!11,Root Artifact Cards,11,,,ROOT_TELE,pass,direct_mapping,tele,ROOT_TELE,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!12,Root Artifact Cards,12,,,ROOT_PHON,pass,direct_mapping,phon,ROOT_PHON,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!13,Root Artifact Cards,13,,,ROOT_GRAPH,pass,direct_mapping,graph,ROOT_GRAPH,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!14,Root Artifact Cards,14,,,ROOT_PHOTO,pass,direct_mapping,photo,ROOT_PHOTO,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!15,Root Artifact Cards,15,,,ROOT_SCOPE,pass,direct_mapping,scope,ROOT_SCOPE,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!16,Root Artifact Cards,16,,,ROOT_MICRO,pass,direct_mapping,micro,ROOT_MICRO,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!17,Root Artifact Cards,17,,,ROOT_THERM,pass,direct_mapping,therm,ROOT_THERM,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!18,Root Artifact Cards,18,,,ROOT_METER|ROOT_METRE,pass,split_slash_variant,meter/metre,ROOT_METER|ROOT_METRE,Slash-delimited root alias split into explicit variant root identities.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!19,Root Artifact Cards,19,,,ROOT_BIO,pass,direct_mapping,bio,ROOT_BIO,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!20,Root Artifact Cards,20,,,ROOT_GEO,pass,direct_mapping,geo,ROOT_GEO,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!21,Root Artifact Cards,21,,,ROOT_HYDRO,pass,direct_mapping,hydro,ROOT_HYDRO,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!22,Root Artifact Cards,22,,,ROOT_TRI,pass,direct_mapping,tri,ROOT_TRI,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Root Artifact Cards!23,Root Artifact Cards,23,,,ROOT_POLY,pass,direct_mapping,poly,ROOT_POLY,Root artifact identity mapped directly.,FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!2,Word Bank,2,D4_MOR_BASE_WORDS_IDENTIFY_BASE,helpful,D4_MOR_BASE_WORDS_IDENTIFY_BASE::helpful,pass,direct_mapping,"{""display_word"": ""helpful"", ""morphemes_json"": ""[{\""text\"": \""help\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::helpful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!3,Word Bank,3,D4_MOR_BASE_WORDS_IDENTIFY_BASE,playing,D4_MOR_BASE_WORDS_IDENTIFY_BASE::playing,pass,direct_mapping,"{""display_word"": ""playing"", ""morphemes_json"": ""[{\""text\"": \""play\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ing\"", \""kind\"": \""suffix\"", \""gloss\"": \""happening now\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::playing,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!4,Word Bank,4,D4_MOR_BASE_WORDS_IDENTIFY_BASE,jumper,D4_MOR_BASE_WORDS_IDENTIFY_BASE::jumper,pass,direct_mapping,"{""display_word"": ""jumper"", ""morphemes_json"": ""[{\""text\"": \""jump\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""er\"", \""kind\"": \""suffix\"", \""gloss\"": \""one who / thing that\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::jumper,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!5,Word Bank,5,D4_MOR_BASE_WORDS_IDENTIFY_BASE,unkind,D4_MOR_BASE_WORDS_IDENTIFY_BASE::unkind,pass,direct_mapping,"{""display_word"": ""unkind"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""kind\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::unkind,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!6,Word Bank,6,D4_MOR_BASE_WORDS_IDENTIFY_BASE,restart,D4_MOR_BASE_WORDS_IDENTIFY_BASE::restart,pass,direct_mapping,"{""display_word"": ""restart"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""again\""}, {\""text\"": \""start\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::restart,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!7,Word Bank,7,D4_MOR_BASE_WORDS_IDENTIFY_BASE,teacher,D4_MOR_BASE_WORDS_IDENTIFY_BASE::teacher,pass,direct_mapping,"{""display_word"": ""teacher"", ""morphemes_json"": ""[{\""text\"": \""teach\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""er\"", \""kind\"": \""suffix\"", \""gloss\"": \""one who\""}]"", ""split_points"": ""[5]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::teacher,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!8,Word Bank,8,D4_MOR_BASE_WORDS_IDENTIFY_BASE,friendship,D4_MOR_BASE_WORDS_IDENTIFY_BASE::friendship,pass,direct_mapping,"{""display_word"": ""friendship"", ""morphemes_json"": ""[{\""text\"": \""friend\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ship\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of\""}]"", ""split_points"": ""[6]""}",D4_MOR_BASE_WORDS_IDENTIFY_BASE::friendship,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!9,Word Bank,9,D4_MOR_BASE_WORDS_PRESERVE_BASE,really,D4_MOR_BASE_WORDS_PRESERVE_BASE::really,pass,direct_mapping,"{""display_word"": ""really"", ""morphemes_json"": ""[{\""text\"": \""real\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ly\"", \""kind\"": \""suffix\"", \""gloss\"": \""in this way\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::really,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!10,Word Bank,10,D4_MOR_BASE_WORDS_PRESERVE_BASE,hopeless,D4_MOR_BASE_WORDS_PRESERVE_BASE::hopeless,pass,direct_mapping,"{""display_word"": ""hopeless"", ""morphemes_json"": ""[{\""text\"": \""hope\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""less\"", \""kind\"": \""suffix\"", \""gloss\"": \""without\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::hopeless,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!11,Word Bank,11,D4_MOR_BASE_WORDS_PRESERVE_BASE,joyful,D4_MOR_BASE_WORDS_PRESERVE_BASE::joyful,pass,direct_mapping,"{""display_word"": ""joyful"", ""morphemes_json"": ""[{\""text\"": \""joy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[3]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::joyful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!12,Word Bank,12,D4_MOR_BASE_WORDS_PRESERVE_BASE,unnatural,D4_MOR_BASE_WORDS_PRESERVE_BASE::unnatural,pass,direct_mapping,"{""display_word"": ""unnatural"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""natural\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::unnatural,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!13,Word Bank,13,D4_MOR_BASE_WORDS_PRESERVE_BASE,movement,D4_MOR_BASE_WORDS_PRESERVE_BASE::movement,pass,direct_mapping,"{""display_word"": ""movement"", ""morphemes_json"": ""[{\""text\"": \""move\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""noun-maker\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::movement,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!14,Word Bank,14,D4_MOR_BASE_WORDS_PRESERVE_BASE,finally,D4_MOR_BASE_WORDS_PRESERVE_BASE::finally,pass,direct_mapping,"{""display_word"": ""finally"", ""morphemes_json"": ""[{\""text\"": \""final\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ly\"", \""kind\"": \""suffix\"", \""gloss\"": \""in this way\""}]"", ""split_points"": ""[5]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::finally,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!15,Word Bank,15,D4_MOR_BASE_WORDS_PRESERVE_BASE,usually,D4_MOR_BASE_WORDS_PRESERVE_BASE::usually,pass,direct_mapping,"{""display_word"": ""usually"", ""morphemes_json"": ""[{\""text\"": \""usual\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ly\"", \""kind\"": \""suffix\"", \""gloss\"": \""in this way\""}]"", ""split_points"": ""[5]""}",D4_MOR_BASE_WORDS_PRESERVE_BASE::usually,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!16,Word Bank,16,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,replay,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::replay,pass,direct_mapping,"{""display_word"": ""replay"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""again\""}, {\""text\"": \""play\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::replay,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!17,Word Bank,17,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,untie,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::untie,pass,direct_mapping,"{""display_word"": ""untie"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""opposite of\""}, {\""text\"": \""tie\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::untie,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!18,Word Bank,18,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,preview,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::preview,pass,direct_mapping,"{""display_word"": ""preview"", ""morphemes_json"": ""[{\""text\"": \""pre\"", \""kind\"": \""prefix\"", \""gloss\"": \""before\""}, {\""text\"": \""view\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::preview,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!19,Word Bank,19,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,dislike,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::dislike,pass,direct_mapping,"{""display_word"": ""dislike"", ""morphemes_json"": ""[{\""text\"": \""dis\"", \""kind\"": \""prefix\"", \""gloss\"": \""not\""}, {\""text\"": \""like\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::dislike,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!20,Word Bank,20,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,rewrite,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::rewrite,pass,direct_mapping,"{""display_word"": ""rewrite"", ""morphemes_json"": ""[{\""text\"": \""re\"", \""kind\"": \""prefix\"", \""gloss\"": \""again\""}, {\""text\"": \""write\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::rewrite,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!21,Word Bank,21,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,unlock,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::unlock,pass,direct_mapping,"{""display_word"": ""unlock"", ""morphemes_json"": ""[{\""text\"": \""un\"", \""kind\"": \""prefix\"", \""gloss\"": \""opposite of\""}, {\""text\"": \""lock\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[2]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::unlock,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!22,Word Bank,22,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX,misplace,D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::misplace,pass,direct_mapping,"{""display_word"": ""misplace"", ""morphemes_json"": ""[{\""text\"": \""mis\"", \""kind\"": \""prefix\"", \""gloss\"": \""wrongly\""}, {\""text\"": \""place\"", \""kind\"": \""base\"", \""gloss\"": \""\""}]"", ""split_points"": ""[3]""}",D4_MOR_BASE_WORDS_BASE_PLUS_PREFIX::misplace,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!23,Word Bank,23,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,slowly,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::slowly,pass,direct_mapping,"{""display_word"": ""slowly"", ""morphemes_json"": ""[{\""text\"": \""slow\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ly\"", \""kind\"": \""suffix\"", \""gloss\"": \""in this way\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::slowly,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!24,Word Bank,24,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX,kindness,D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::kindness,pass,direct_mapping,"{""display_word"": ""kindness"", ""morphemes_json"": ""[{\""text\"": \""kind\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""noun-maker\""}]"", ""split_points"": ""[4]""}",D4_MOR_BASE_WORDS_BASE_PLUS_SUFFIX::kindness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
